mention_uid,repo_name,pr_number,mention_id,user_login,speaker_role,mention_location,mention_time,timing_phase,mention_order_label,mention_body,suggestion_subtype,addressing_mode,refinement_confidence,refinement_rationale
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702778467,FreeForCharity/FFC-EX-PAGboosters.org,28,3702778467,clarkemoyer,reviewer,issue_comment,2025-12-31T19:43:36Z,early,middle,"@copilot `<div style=""position:relative;overflow:hidden;height:450px;width:100%;""><iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe></div>`

Can you read this?",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702823568,FreeForCharity/FFC-EX-PAGboosters.org,28,3702823568,clarkemoyer,reviewer,issue_comment,2025-12-31T19:59:14Z,early,middle,"@copilot here is one of the popup modals again but in ticks

`zeffy-form-link=""https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039?modal=true""`

`<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>`

Does this change your opinion of the prior comments and whether or not you fully read the code.",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702827119,FreeForCharity/FFC-EX-PAGboosters.org,28,3702827119,clarkemoyer,reviewer,issue_comment,2025-12-31T20:00:29Z,early,middle,"@copilot here is an image of exactly what the user sees when copying the code. We need to indicate instructions that ensure less technical users understand what elements do and do not have to be put into a code block 

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-145935"" src=""https://github.com/user-attachments/assets/a48a2b5f-c3e1-47b0-9e27-ecce8e586ee8"" />",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702831047,FreeForCharity/FFC-EX-PAGboosters.org,28,3702831047,clarkemoyer,reviewer,issue_comment,2025-12-31T20:03:36Z,early,middle,@copilot where did you get the helper script from?,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702902165,FreeForCharity/FFC-EX-PAGboosters.org,28,3702902165,clarkemoyer,reviewer,issue_comment,2025-12-31T21:08:22Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621394802),,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703051902,FreeForCharity/FFC-EX-PAGboosters.org,28,3703051902,clarkemoyer,reviewer,issue_comment,2025-12-31T23:36:27Z,middle,middle,"@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621526639)

Let's use Fly Away Meet",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703086924,FreeForCharity/FFC-EX-PAGboosters.org,28,3703086924,clarkemoyer,reviewer,issue_comment,2026-01-01T00:16:05Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621543524),,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703097572,FreeForCharity/FFC-EX-PAGboosters.org,28,3703097572,clarkemoyer,reviewer,issue_comment,2026-01-01T00:25:51Z,late,middle,"@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621548075)

It's Jan 2026 is the right year",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703106150,FreeForCharity/FFC-EX-PAGboosters.org,28,3703106150,clarkemoyer,reviewer,issue_comment,2026-01-01T00:35:41Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621551046),,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703139523,FreeForCharity/FFC-EX-PAGboosters.org,28,3703139523,clarkemoyer,reviewer,issue_comment,2026-01-01T01:21:59Z,late,middle,"@copilot study all donations content and documents. Confirm exactly how many campaigns there are and ensure that each campaign is featured on the website properly and in the proper context for each campaign. 

Let's remove these thermometer trackers from each of these areas. We no longer need the thermometer tracker at all anywhere on the website as it didn't have the correct context.

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-202039"" src=""https://github.com/user-attachments/assets/4007beba-2f89-4307-9dcd-a90e93bf9cb1"" />",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703154118,FreeForCharity/FFC-EX-PAGboosters.org,28,3703154118,clarkemoyer,reviewer,issue_comment,2026-01-01T01:45:56Z,late,middle,"@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621566139)

Naming for campaigns does not need to be consistent with the website it just needs to match the real name in Zeffy so they can cross correlate. 

Here is the actual campaigns Names with capitalization 
<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-204341"" src=""https://github.com/user-attachments/assets/86e83b05-e976-4357-85d7-fd4391d7c8fd"" />",,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703184328,FreeForCharity/FFC-EX-PAGboosters.org,28,3703184328,clarkemoyer,reviewer,issue_comment,2026-01-01T02:31:26Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621577027),,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703188894,FreeForCharity/FFC-EX-PAGboosters.org,28,3703188894,clarkemoyer,reviewer,issue_comment,2026-01-01T02:42:04Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621580291),,,,
GregorGullwi/FlashCpp#338:issue_comment:3702934606,GregorGullwi/FlashCpp,338,3702934606,GregorGullwi,reviewer,issue_comment,2025-12-31T21:40:09Z,middle,first,@copilot  continue to look at lambda issues,,,,
GregorGullwi/FlashCpp#338:issue_comment:3702974795,GregorGullwi/FlashCpp,338,3702974795,GregorGullwi,reviewer,issue_comment,2025-12-31T22:24:41Z,late,middle,@copilot  continue to look at the segfault,,,,
Hack23/blacktrigram#1056:issue_comment:3702852616,Hack23/blacktrigram,1056,3702852616,pethers,reviewer,issue_comment,2025-12-31T20:22:25Z,early,first,@copilot proceed run lint and unit test and improve,,,,
Hack23/blacktrigram#1056:issue_comment:3702907985,Hack23/blacktrigram,1056,3702907985,pethers,reviewer,issue_comment,2025-12-31T21:11:08Z,middle,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621438767),,,,
Hack23/blacktrigram#1056:issue_comment:3702934458,Hack23/blacktrigram,1056,3702934458,pethers,reviewer,issue_comment,2025-12-31T21:39:58Z,middle,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621457247),,,,
Hack23/blacktrigram#1056:issue_comment:3702958567,Hack23/blacktrigram,1056,3702958567,pethers,reviewer,issue_comment,2025-12-31T22:05:37Z,middle,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621471760),,,,
Hack23/blacktrigram#1056:issue_comment:3702996201,Hack23/blacktrigram,1056,3702996201,pethers,reviewer,issue_comment,2025-12-31T22:54:54Z,late,middle,"@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621484259) also investigate player animations arms legs/head, face skeleton . look strange",,,,
Hack23/blacktrigram#1056:issue_comment:3703053516,Hack23/blacktrigram,1056,3703053516,pethers,reviewer,issue_comment,2025-12-31T23:38:45Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621527946),,,,
Hack23/cia#8153:issue_comment:3698041175,Hack23/cia,8153,3698041175,pethers,other_commenter,issue_comment,2025-12-30T01:58:36Z,early,first,"@copilot do not use python, check existing workflows patterns and actions used

 steps:
      - name: Checkout repository
        uses: actions/checkout@v4
      
      - name: Set up Python
        uses: actions/setup-python@v5
        with:
          python-version: '3.11'
          cache: 'pip'
      
      - name: Run field completeness validation
        id: validation
        run: |
          cd json-export-specs
          python validate-field-completeness.py --verbose
        continue-on-error: true",,,,
Hack23/cia#8153:issue_comment:3698107304,Hack23/cia,8153,3698107304,pethers,other_commenter,issue_comment,2025-12-30T02:21:29Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3617136166),,,,
Hack23/cia#8153:issue_comment:3698153668,Hack23/cia,8153,3698153668,pethers,other_commenter,issue_comment,2025-12-30T02:49:26Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3617157395),,,,
Hack23/cia#8153:issue_comment:3702206053,Hack23/cia,8153,3702206053,pethers,other_commenter,issue_comment,2025-12-31T13:23:18Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3620831958),,,,
Hack23/cia#8153:issue_comment:3702280094,Hack23/cia,8153,3702280094,pethers,other_commenter,issue_comment,2025-12-31T14:13:33Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3620920607),,,,
Hack23/cia#8153:issue_comment:3702483423,Hack23/cia,8153,3702483423,pethers,other_commenter,issue_comment,2025-12-31T16:36:19Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621056955),,,,
Hack23/cia#8153:issue_comment:3702579988,Hack23/cia,8153,3702579988,pethers,other_commenter,issue_comment,2025-12-31T17:40:07Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621220468),,,,
Hack23/cia#8153:issue_comment:3702699965,Hack23/cia,8153,3702699965,pethers,other_commenter,issue_comment,2025-12-31T18:46:44Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621283085),,,,
Hack23/cia#8153:issue_comment:3702754595,Hack23/cia,8153,3702754595,pethers,other_commenter,issue_comment,2025-12-31T19:26:28Z,late,middle,"@copilot Analyse how to modify the  JSON Schema to adjust to real sample data , sample data is the reality the other was projections done before all data was completed and need to be adjusted",,,,
Hack23/cia#8153:issue_comment:3702903562,Hack23/cia,8153,3702903562,pethers,other_commenter,issue_comment,2025-12-31T21:09:34Z,late,middle,@copilot 1,,,,
Hack23/cia#8153:issue_comment:3702927368,Hack23/cia,8153,3702927368,pethers,other_commenter,issue_comment,2025-12-31T21:31:52Z,late,middle,"@copilot Run chmod +x json-export-specs/validate-field-completeness.sh
================================================================================
 CIA JSON Export Schema - Field Completeness Validation Report
================================================================================

This validation checks that sample CSV files contain the required fields
to support JSON export schemas defined in BUSINESS_PRODUCT_DOCUMENT.md

✅ Schema: politician-schema.md
   Primary CSV: view_riksdagen_politician_sample.csv
   Status: Found (2078 rows, 65 columns)
   Required Fields: 21
   Missing Fields: 0
   Completeness: 100%

✅ Schema: party-schema.md
   Primary CSV: view_riksdagen_party_sample.csv
   Status: Found (12 rows, 17 columns)
   Required Fields: 6
   Missing Fields: 0
   Completeness: 100%

✅ Schema: committee-schema.md
   Primary CSV: view_riksdagen_committee_sample.csv
   Status: Found (28 rows, 19 columns)
   Required Fields: 7
   Missing Fields: 0
   Completeness: 100%

✅ Schema: ministry-schema.md
   Primary CSV: view_riksdagen_goverment_sample.csv
   Status: Found (20 rows, 13 columns)
   Required Fields: 8
   Missing Fields: 0
   Completeness: 100%

✅ Schema: intelligence-schema.md
   Primary CSV: table_rule_violation_sample.csv
   Status: Found (2244 rows, 10 columns)
   Required Fields: 9
   Missing Fields: 0
   Completeness: 100%

Error: Process completed with exit code 1.
0s
0s
Run echo ""❌ Field completeness validation failed!""
❌ Field completeness validation failed!

Some JSON export schemas have missing required fields.
Review the validation report for details.

Common causes:
1. New required fields added to schemas but not present in CSV files
2. CSV column names changed in database views
3. Sample CSV files not re-extracted after schema changes

To fix:
1. Download FIELD_COMPLETENESS_REPORT.md from workflow artifacts (see Actions tab → this workflow run → Artifacts section)
2. Update database views or extraction queries based on report
3. Re-extract sample CSV files
4. Re-run validation: bash json-export-specs/validate-field-completeness.sh
Error: Process completed with exit code 1.",,,,
Hack23/cia#8153:issue_comment:3702944621,Hack23/cia,8153,3702944621,pethers,other_commenter,issue_comment,2025-12-31T21:50:36Z,late,middle,"@copilot Re-run triggered now
@petherspethers
 2ec4617
copilot/validate-sample-data-completeness
Status
Failure
Total duration
21s
Artifacts
–


Validate Sample Data Field Completeness summary
🛡 Network Activity Monitored by StepSecurity Harden-Runner
Network calls made by the runner during this job run. These were automatically monitored and logged in real-time by StepSecurity Harden-Runner.

Process	Destination	Port	Status	Timestamp
git-remote-http	Logo github.com	443	✅ Allowed	Dec 31 2025 21:50:04
📊 Additional Actions

View all outbound calls correlated to each job step →
View baseline from previous job runs →
Configure Harden Runner in block mode →
Job summary generated at run-time
Annotations
2 errors and 1 warning
Validate Sample Data Field Completeness
Process completed with exit code 1.
Validate Sample Data Field Completeness
Process completed with exit code 1.
Validate Sample Data Field Completeness
No files were found with the provided path: json-export-specs/FIELD_COMPLETENESS_REPORT.md. No artifacts will be uploaded.",,,,
Hack23/cia#8153:issue_comment:3702965388,Hack23/cia,8153,3702965388,pethers,other_commenter,issue_comment,2025-12-31T22:12:34Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621477032),,,,
Hexagon/hemulator#214:issue_comment:3702990881,Hexagon/hemulator,214,3702990881,Hexagon,other_commenter,issue_comment,2025-12-31T22:47:40Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Hexagon/hemulator/pull/214#pullrequestreview-3621457302),,,,
Hexagon/hemulator#214:issue_comment:3704239304,Hexagon/hemulator,214,3704239304,Hexagon,other_commenter,issue_comment,2026-01-01T23:45:39Z,middle,middle,@copilot Refresh this PR to work with the recent egui  migration and other decent chanes,,,,
Hexagon/hemulator#214:issue_comment:3704246699,Hexagon/hemulator,214,3704246699,Hexagon,other_commenter,issue_comment,2026-01-01T23:58:19Z,middle,middle,"@copilot Figure out a gui for configuration of needed. Think if it should be configured, per project or globally.",,,,
Hexagon/hemulator#214:issue_comment:3704260296,Hexagon/hemulator,214,3704260296,Hexagon,other_commenter,issue_comment,2026-01-02T00:16:54Z,middle,middle,@copilot Investigate when and how changes are stored to global config or project config.,,,,
Hexagon/hemulator#214:issue_comment:3704275587,Hexagon/hemulator,214,3704275587,Hexagon,other_commenter,issue_comment,2026-01-02T00:38:09Z,middle,middle,@copilot check format clippy and lint,,,,
Hexagon/hemulator#214:issue_comment:3704278589,Hexagon/hemulator,214,3704278589,Hexagon,other_commenter,issue_comment,2026-01-02T00:43:07Z,middle,middle,@copilot check format and clippy,,,,
HungLo2020/MattMC#334:issue_comment:3702934231,HungLo2020/MattMC,334,3702934231,HungLo2020,other_commenter,issue_comment,2025-12-31T21:39:41Z,early,first,@copilot considering my project has the mods and minecraft compiling in the same source set into the same jar and the mods directly target correctly named minecraft mappings can tiny remapper be removed as a dependency? if so i would like to come up with a plan to do that,,,,
HungLo2020/MattMC#334:issue_comment:3702938526,HungLo2020/MattMC,334,3702938526,HungLo2020,other_commenter,issue_comment,2025-12-31T21:43:37Z,early,middle,@copilot good work. i want you to implement this and completely remove tiny remapper. afterwards verify the game runs by running gradlew runclient,,,,
HungLo2020/MattMC#334:issue_comment:3702950390,HungLo2020/MattMC,334,3702950390,HungLo2020,other_commenter,issue_comment,2025-12-31T21:56:43Z,middle,middle,"@copilot alright now i want you to explore what class-tweaker is, what it is used for, and explain it to me here. if it can be removed i want you to come up with a plan to remove it and explain that to me here. do not remove it yet",,,,
HungLo2020/MattMC#334:issue_comment:3702955297,HungLo2020/MattMC,334,3702955297,HungLo2020,other_commenter,issue_comment,2025-12-31T22:01:52Z,middle,middle,@copilot are these access wideners actually being used though? im pretty sure the classes and methods modified in the accesswideners have been made directly into the minecraft source code. i need you to verify that and if so come up with a plan to remove it,,,,
HungLo2020/MattMC#334:issue_comment:3702963725,HungLo2020/MattMC,334,3702963725,HungLo2020,other_commenter,issue_comment,2025-12-31T22:10:49Z,middle,middle,"@copilot good work, i want you to implement this and completely remove class-tweaker and access-widener and then verify the project works by running gradlew runclient",,,,
HungLo2020/MattMC#334:issue_comment:3702973736,HungLo2020/MattMC,334,3702973736,HungLo2020,other_commenter,issue_comment,2025-12-31T22:23:12Z,late,middle,"@copilot good work, now can you check if ""tiny-mappings-parser"" is needed and or used anywhere and come up with a plan to remove it if possible?",,,,
HungLo2020/MattMC#334:issue_comment:3702976703,HungLo2020/MattMC,334,3702976703,HungLo2020,other_commenter,issue_comment,2025-12-31T22:27:20Z,late,middle,@copilot good work. i want you to implement this completely and thoroughly. once your done i want you to inspect library/deps/ and remove the dependency jars that are no longer used/needed in my project.,,,,
JakeDot/cgeo#137:issue_comment:3702584335,JakeDot/cgeo,137,3702584335,JakeDot,other_commenter,issue_comment,2025-12-31T17:43:22Z,early,first,"@copilot make the button text shorter, it is unreadable",,,,
JakeDot/cgeo#137:issue_comment:3702624368,JakeDot/cgeo,137,3702624368,JakeDot,other_commenter,issue_comment,2025-12-31T18:04:17Z,early,middle,"@copilot the issue with the unreadable text was not caused by string length, it is a layout problem. Please fix this. See attached screenshot.


<img width=""1080"" height=""2340"" alt=""Screenshot_20251231_190154_cgeo"" src=""https://github.com/user-attachments/assets/d1e15142-e901-443b-adb5-4dddf09278f6"" />",,,,
JakeDot/cgeo#137:issue_comment:3702645812,JakeDot/cgeo,137,3702645812,JakeDot,other_commenter,issue_comment,2025-12-31T18:16:03Z,early,middle,"@copilot perfect, now remove the apk from the commit",,,,
JakeDot/cgeo#137:issue_comment:3702964068,JakeDot/cgeo,137,3702964068,JakeDot,other_commenter,issue_comment,2025-12-31T22:11:08Z,early,middle,@copilot please rebase this PR on cgeo/cgeo:master,,,,
Jayc82/Orion#1:issue_comment:3701729412,Jayc82/Orion,1,3701729412,Jayc82,other_commenter,issue_comment,2025-12-31T08:30:52Z,early,first,@copilot Ok,,,,
Jayc82/Orion#1:issue_comment:3701733810,Jayc82/Orion,1,3701733810,Jayc82,other_commenter,issue_comment,2025-12-31T08:33:37Z,early,middle,@copilot What's our next steps,,,,
Jayc82/Orion#1:issue_comment:3701740884,Jayc82/Orion,1,3701740884,Jayc82,other_commenter,issue_comment,2025-12-31T08:38:40Z,early,middle,@copilot Ok proceed,,,,
Jayc82/Orion#1:issue_comment:3701752111,Jayc82/Orion,1,3701752111,Jayc82,other_commenter,issue_comment,2025-12-31T08:46:01Z,early,middle,@copilot Implement Issue #1,,,,
Jayc82/Orion#1:issue_comment:3701780311,Jayc82/Orion,1,3701780311,Jayc82,other_commenter,issue_comment,2025-12-31T09:00:21Z,early,middle,@copilot Well how about we break the 2000+ lines of complex code into parts so we can write it in sections,,,,
Jayc82/Orion#1:issue_comment:3701791516,Jayc82/Orion,1,3701791516,Jayc82,other_commenter,issue_comment,2025-12-31T09:07:55Z,early,middle,@copilot B,,,,
Jayc82/Orion#1:issue_comment:3701803316,Jayc82/Orion,1,3701803316,Jayc82,other_commenter,issue_comment,2025-12-31T09:14:40Z,early,middle,@copilot Save everything,,,,
Jayc82/Orion#1:issue_comment:3702953831,Jayc82/Orion,1,3702953831,Jayc82,other_commenter,issue_comment,2025-12-31T22:00:15Z,early,middle,@copilot Moving forward let's do the next phase,,,,
Jayc82/Orion#1:issue_comment:3702955985,Jayc82/Orion,1,3702955985,Jayc82,other_commenter,issue_comment,2025-12-31T22:02:38Z,early,middle,@copilot Follow Frontier Integration (Recommended) Implement the guide from docs/FRONTIER_INTEGRATION.md to get a working Orion node with EVM support. This involves cloning the Frontier template and customizing it for Orion.,,,,
Jayc82/Orion#1:issue_comment:3702967187,Jayc82/Orion,1,3702967187,Jayc82,other_commenter,issue_comment,2025-12-31T22:14:43Z,early,middle,@copilot 1,,,,
Jayc82/Orion#1:issue_comment:3702973750,Jayc82/Orion,1,3702973750,Jayc82,other_commenter,issue_comment,2025-12-31T22:23:12Z,early,middle,@copilot What else needs done?,,,,
Jayc82/Orion#1:issue_comment:3702976944,Jayc82/Orion,1,3702976944,Jayc82,other_commenter,issue_comment,2025-12-31T22:27:45Z,early,middle,@copilot C,,,,
Jayc82/Orion#1:issue_comment:3702992162,Jayc82/Orion,1,3702992162,Jayc82,other_commenter,issue_comment,2025-12-31T22:49:12Z,early,middle,@copilot So what do i need to depoly this coin,,,,
Jayc82/Orion#1:issue_comment:3702995976,Jayc82/Orion,1,3702995976,Jayc82,other_commenter,issue_comment,2025-12-31T22:54:35Z,early,middle,@copilot Let's do issue #3,,,,
Jayc82/Orion#1:issue_comment:3703008335,Jayc82/Orion,1,3703008335,Jayc82,other_commenter,issue_comment,2025-12-31T23:04:14Z,middle,middle,@copilot Now let's enhance security,,,,
Jayc82/Orion#1:issue_comment:3703027461,Jayc82/Orion,1,3703027461,Jayc82,other_commenter,issue_comment,2025-12-31T23:17:58Z,middle,middle,"@copilot Let's do a full test of everything, let make sure we're not missing anything and that every part of this coin is top tier standing above all the rest",,,,
Jayc82/Orion#1:issue_comment:3703052585,Jayc82/Orion,1,3703052585,Jayc82,other_commenter,issue_comment,2025-12-31T23:37:28Z,middle,middle,@copilot Is there anything I've overlooked anything else that's important for the structure and integrity of this blochchain,,,,
Jayc82/Orion#1:issue_comment:3703055490,Jayc82/Orion,1,3703055490,Jayc82,other_commenter,issue_comment,2025-12-31T23:41:36Z,middle,middle,@copilot Proceed with extended testnet and professional audit.,,,,
Jayc82/Orion#1:issue_comment:3703058621,Jayc82/Orion,1,3703058621,Jayc82,other_commenter,issue_comment,2025-12-31T23:45:36Z,middle,middle,@copilot Let's write the white paper,,,,
Jayc82/Orion#1:issue_comment:3703068158,Jayc82/Orion,1,3703068158,Jayc82,other_commenter,issue_comment,2025-12-31T23:57:03Z,middle,middle,@copilot I wanted to stay close to a bitcoin styled security,,,,
Jayc82/Orion#1:issue_comment:3703074867,Jayc82/Orion,1,3703074867,Jayc82,other_commenter,issue_comment,2026-01-01T00:03:57Z,middle,middle,@copilot 2,,,,
Jayc82/Orion#1:issue_comment:3703082884,Jayc82/Orion,1,3703082884,Jayc82,other_commenter,issue_comment,2026-01-01T00:11:58Z,middle,middle,@copilot Give me a copy and paste version of the White Paper!,,,,
Jayc82/Orion#1:issue_comment:3703093544,Jayc82/Orion,1,3703093544,Jayc82,other_commenter,issue_comment,2026-01-01T00:21:40Z,middle,middle,@copilot Save all changes,,,,
Jayc82/Orion#1:issue_comment:3703157049,Jayc82/Orion,1,3703157049,Jayc82,other_commenter,issue_comment,2026-01-01T01:52:22Z,middle,middle,@copilot let's check for errors,,,,
Jayc82/Orion#1:issue_comment:3703167022,Jayc82/Orion,1,3703167022,Jayc82,other_commenter,issue_comment,2026-01-01T02:09:27Z,middle,middle,@copilot did errors pop up,,,,
Jayc82/Orion#1:issue_comment:3703183979,Jayc82/Orion,1,3703183979,Jayc82,other_commenter,issue_comment,2026-01-01T02:30:40Z,middle,middle,@copilot why do i keep getting this vulncheck error,,,,
Jayc82/Orion#1:issue_comment:3703209554,Jayc82/Orion,1,3703209554,Jayc82,other_commenter,issue_comment,2026-01-01T03:18:39Z,middle,middle,@copilot How do i test on metamask,,,,
Jayc82/Orion#1:issue_comment:3703215948,Jayc82/Orion,1,3703215948,Jayc82,other_commenter,issue_comment,2026-01-01T03:28:37Z,middle,middle,@copilot Add Block Explorer URL,,,,
Jayc82/Orion#1:issue_comment:3703220874,Jayc82/Orion,1,3703220874,Jayc82,other_commenter,issue_comment,2026-01-01T03:36:58Z,middle,middle,"@copilot This what MetaMask is saying when I'm trying to add the network! According to our records, this URL does not match a known provider for this chain ID.",,,,
Jayc82/Orion#1:issue_comment:3703223251,Jayc82/Orion,1,3703223251,Jayc82,other_commenter,issue_comment,2026-01-01T03:41:40Z,middle,middle,@copilot Chain Id 1251,,,,
Jayc82/Orion#1:issue_comment:3703230325,Jayc82/Orion,1,3703230325,Jayc82,other_commenter,issue_comment,2026-01-01T03:56:06Z,middle,middle,"@copilot MetaMask is talking about the http://localhost:9933 when it says According to our records, this URL does not match a known provider for this chain ID.",,,,
Jayc82/Orion#1:issue_comment:3703234476,Jayc82/Orion,1,3703234476,Jayc82,other_commenter,issue_comment,2026-01-01T04:02:39Z,middle,middle,"@copilot It won't allow me to save it or continue it won't allow me to do anything beyond put the information in the bar and then it tells me. According to our records, this URL does not match a known provider for this chain ID. And i cannot continue or save nothing!",,,,
Jayc82/Orion#1:issue_comment:3703239301,Jayc82/Orion,1,3703239301,Jayc82,other_commenter,issue_comment,2026-01-01T04:09:22Z,middle,middle,@copilot Automatically add,,,,
Jayc82/Orion#1:issue_comment:3704491867,Jayc82/Orion,1,3704491867,Jayc82,other_commenter,issue_comment,2026-01-02T05:30:42Z,late,middle,@copilot where is the vulncheck located,,,,
Jebel-Quant/rhiza-tools#13:issue_comment:3702971294,Jebel-Quant/rhiza-tools,13,3702971294,tschm,other_commenter,issue_comment,2025-12-31T22:19:56Z,early,first,"@copilot Do ""make fmt""",,,,
JosunLP/api-faker#2:issue_comment:3702981044,JosunLP/api-faker,2,3702981044,JosunLP,reviewer,issue_comment,2025-12-31T22:33:28Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621438412),,,,
JosunLP/api-faker#2:issue_comment:3703056116,JosunLP/api-faker,2,3703056116,JosunLP,reviewer,issue_comment,2025-12-31T23:42:27Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621530899),,,,
JosunLP/api-faker#2:issue_comment:3703177771,JosunLP/api-faker,2,3703177771,JosunLP,reviewer,issue_comment,2026-01-01T02:19:33Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621573025),,,,
JosunLP/api-faker#2:issue_comment:3703322126,JosunLP/api-faker,2,3703322126,JosunLP,reviewer,issue_comment,2026-01-01T06:24:11Z,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621624788),,,,
JosunLP/api-faker#2:issue_comment:3913381997,JosunLP/api-faker,2,3913381997,JosunLP,reviewer,issue_comment,2026-02-17T09:36:11Z,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3622815204),,,,
LachlanBWWright/MERN-Mafia#16:issue_comment:3702112554,LachlanBWWright/MERN-Mafia,16,3702112554,LachlanBWWright,other_commenter,issue_comment,2025-12-31T12:26:48Z,early,first,"@copilot You experienced a git error, and crashed. This is a new session, so reset the 50 minute timer. For reference, continue with my previous instructions: I would like you to expand on the linting across all three projects using typescript. Update the linters (and all other package) to the latest version, even if this requires moving to new major revisions, and apply the ts-eslint plugin's strict and stylistic rules https://typescript-eslint.io/getting-started Update lint configuration files to the new standards, too. Also use the react linting component too https://react.dev/reference/eslint-plugin-react-hooks Then, run lint and build tests across all three projects, and iterate until all lint and build errors have been fixed. Use the date command at the start of your session. You have up to an hour to complete your work, so do not stop without completing all instructions unless you can verify that at least 50 minutes has passed with another use of the date command",,,,
