mention_uid,llm_primary_label,llm_secondary_label,llm_confidence,llm_contains_multiple_functions,llm_rationale
Jayc82/Orion#1:issue_comment:3701752111,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3701780311,Suggestion,None,1,False,
Jayc82/Orion#1:issue_comment:3701791516,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3701803316,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3702953831,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3702955985,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3702967187,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3702973750,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3702976944,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3702992162,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3702995976,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703008335,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3703027461,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703052585,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3703055490,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703058621,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3703068158,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703074867,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703082884,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703093544,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703157049,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703167022,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703183979,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703209554,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703215948,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703220874,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703223251,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703230325,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3703234476,Suggestion,,1.0,False,
Jayc82/Orion#1:issue_comment:3703239301,Suggestion,,1,False,
Jayc82/Orion#1:issue_comment:3704491867,Suggestion,,1,False,
Jebel-Quant/rhiza-tools#13:issue_comment:3702971294,Suggestion,,1,False,
JoA-MoS/garage#189:issue_comment:3702999646,Explanation,,1.0,False,
JoA-MoS/garage#190:issue_comment:3703028783,Explanation,,1.0,False,
JosunLP/api-faker#2:issue_comment:3702981044,Suggestion,,1,False,
JosunLP/api-faker#2:issue_comment:3703056116,Suggestion,,1,False,
JosunLP/api-faker#2:issue_comment:3703177771,Suggestion,,1,False,
JosunLP/api-faker#2:issue_comment:3703322126,Suggestion,,1,False,
JosunLP/api-faker#2:issue_comment:3913381997,Suggestion,,1,False,
Kilo-Org/kilocode#4591:issue_comment:3702961376,Explanation,,1,False,
Kilo-Org/kilocode#4591:issue_comment:3703042028,Other,,1.0,False,
LachlanBWWright/MERN-Mafia#16:issue_comment:3702112554,Suggestion,,1.0,False,
LachlanBWWright/MERN-Mafia#16:issue_comment:3702935535,Suggestion,,1.0,False,
LachlanBWWright/MERN-Mafia#16:issue_comment:3702947561,Suggestion,Other,1,False,
LachlanBWWright/MERN-Mafia#16:issue_comment:3702969074,Suggestion,,1,False,
LachlanBWWright/MERN-Mafia#16:issue_comment:3703056037,Critique,Suggestion,1,True,
LachlanBWWright/MERN-Mafia#16:issue_comment:3703057826,Suggestion,,1,False,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3701755465,Suggestion,Other,1,False,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702016030,Suggestion,,1,False,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702122727,Suggestion,,1.0,False,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702937535,Suggestion,,1,False,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702987579,Suggestion,,1.0,False,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3703059440,Suggestion,None,high,no,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3703062843,Suggestion,null,1,False,
LexioPK/ExtinctionY#4:issue_comment:3695353024,Suggestion,,1,False,
LexioPK/ExtinctionY#4:issue_comment:3702954422,Suggestion,,1,False,
Lonely-Demon/SkyLabs#1:issue_comment:3702989467,Suggestion,,1,False,
LudovicRousseau/CCID#178:issue_comment:3703061440,Suggestion,,1,False,
M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding#213:issue_comment:3702975194,Suggestion,,1.0,False,
M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding#213:issue_comment:3703001935,Suggestion,,1.0,False,
M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding#213:issue_comment:3703014499,Suggestion,,1,False,
Mittenzx/Adastrea#395:issue_comment:3702939147,Suggestion,,1,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702703582,Suggestion,,1.0,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702731922,Suggestion,Other,0.8,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702766833,Suggestion,,1,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702782034,Suggestion,,1.0,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702833904,Suggestion,,1.0,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702851604,Suggestion,,1.0,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702882615,Critique,Suggestion,0.8,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702912988,Suggestion,,1,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702928284,Suggestion,Explanation,0.8,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702944502,Suggestion,,1,False,
MohamadKhaledAbbas/BreadBagCounterSystem#68:issue_comment:3702989184,Suggestion,,1.0,False,
N0SAFE/nextjs-nestjs-turborepo-template#137:issue_comment:3702959860,Suggestion,,1,False,
NREL/HPC#827:issue_comment:3702939524,Suggestion,,1,False,
NREL/HPC#827:issue_comment:3702951887,Suggestion,,1.0,False,
NREL/HPC#827:issue_comment:3702960724,Suggestion,,1,False,
NREL/HPC#827:issue_comment:3702970858,Critique,Suggestion,0.8,True,
NREL/HPC#827:issue_comment:3702974907,Critique,Justification,0.8,False,
NREL/HPC#827:issue_comment:3702979013,Critique,,1,False,
NREL/HPC#827:issue_comment:3703009222,Suggestion,,1,False,
NVIDIA-NeMo/Automodel#1002:review:3620698465,Suggestion,Justification,0.8,False,
NVIDIA-NeMo/Automodel#1002:issue_comment:3702998663,Critique,Suggestion,0.8,True,
NVIDIA/TensorRT-LLM#9677:issue_comment:3700983457,Other,,1,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3701050574,Critique,Suggestion,0.8,True,
NVIDIA/TensorRT-LLM#9677:issue_comment:3701087938,Other,,1,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3701356657,Critique,Other,0.9,True,
NVIDIA/TensorRT-LLM#9677:issue_comment:3701597211,Other,,1,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3701795910,Critique,Other,0.9,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3702447802,Other,,1,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3702986951,Explanation,,1.0,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3703082187,Other,Suggestion,0.7,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3703162264,Critique,Other,0.8,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3703314817,Other,,1.0,False,
NVIDIA/TensorRT-LLM#9677:issue_comment:3703619039,Other,,1.0,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3688413472,Justification,Other,0.8,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3688678553,Other,,1,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3700133385,Other,,0.8,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3700559009,Suggestion,,0.8,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3700719342,Other,,1.0,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3701251039,Critique,,0.8,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3702722416,Other,,1,False,
NVIDIA/TensorRT-LLM#10252:issue_comment:3702954839,Other,,1,False,
NVIDIA/spark-rapids-tools#2011:issue_comment:3702948633,Suggestion,,1,False,
NVIDIA/spark-rapids-tools#2011:issue_comment:3702957956,Suggestion,Other,0.9,False,
NVIDIA/spark-rapids-tools#2011:issue_comment:3705968807,Other,,1,False,
OE5XRX/FW-RemoteStation#20:review_comment:2655929407,Suggestion,,1,False,
OE5XRX/FW-RemoteStation#20:issue_comment:3702970732,Suggestion,None,1.0,False,
OE5XRX/FW-RemoteStation#20:issue_comment:3702982960,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3697575900,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3697585968,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3697604571,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3697648030,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3697661772,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3697681553,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698591678,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698619891,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698631927,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3698652895,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698672697,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698691687,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3698715333,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698733236,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698761171,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3698785077,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698819428,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698884276,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3698911071,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3698960591,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3699243044,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3699311850,Suggestion,None,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3699539554,Suggestion,Other,1,False,
Open-J-Proxy/ojp#196:issue_comment:3699679291,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3699723839,Critique,Suggestion,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3699780800,Critique,Suggestion,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3699834311,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3699862178,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3699926966,Critique,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3699982150,Critique,,0.9,False,
Open-J-Proxy/ojp#196:issue_comment:3699993785,Critique,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3700065236,Justification,,0.9,False,
Open-J-Proxy/ojp#196:issue_comment:3700074204,Critique,Suggestion,0.7,True,
Open-J-Proxy/ojp#196:issue_comment:3700093218,Critique,Suggestion,0.8,True,
Open-J-Proxy/ojp#196:issue_comment:3700168862,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3700206208,Suggestion,Justification,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3700308239,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3700338464,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3700562058,Critique,Suggestion,0.7,True,
Open-J-Proxy/ojp#196:issue_comment:3701556093,Critique,Suggestion,0.7,True,
Open-J-Proxy/ojp#196:issue_comment:3701590360,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3701751706,Critique,Suggestion,0.8,True,
Open-J-Proxy/ojp#196:issue_comment:3701792517,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3701826297,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3701854354,Critique,Other,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3701954206,Justification,Explanation,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3701977496,Suggestion,None,1,False,
Open-J-Proxy/ojp#196:issue_comment:3701999898,Critique,Other,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3702113071,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3702200774,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3702225710,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3702251065,Suggestion,Critique,0.8,True,
Open-J-Proxy/ojp#196:issue_comment:3702268593,Critique,Other,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3702830616,Critique,Justification,0.85,True,
Open-J-Proxy/ojp#196:issue_comment:3702860412,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3702995361,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3703477881,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3703521609,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3703544896,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3703982336,Critique,Suggestion,0.8,True,
Open-J-Proxy/ojp#196:issue_comment:3704632309,Suggestion,None,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3704939789,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3705550030,Critique,Other,0.8,False,
Open-J-Proxy/ojp#196:issue_comment:3705592911,Suggestion,,1.0,False,
Open-J-Proxy/ojp#196:issue_comment:3705609810,Suggestion,,1,False,
Open-J-Proxy/ojp#196:issue_comment:3705973172,Critique,,0.9,False,
PipedreamHQ/pipedream#19590:issue_comment:3702968732,Explanation,,1.0,False,
PriorityLexusVB/AFTERMARKET-MENU#106:issue_comment:3702957657,Suggestion,,1.0,False,
PriorityLexusVB/AFTERMARKET-MENU#107:issue_comment:3702999940,Suggestion,,1,False,
PriorityLexusVB/AFTERMARKET-MENU#107:issue_comment:3703008720,Critique,None,1.0,False,
PriorityLexusVB/AFTERMARKET-MENU#107:issue_comment:3703033646,Suggestion,,1,False,
PriorityLexusVB/AFTERMARKET-MENU#107:issue_comment:3703038092,Critique,Suggestion,0.8,True,
PriorityLexusVB/AFTERMARKET-MENU#107:issue_comment:3703069875,Suggestion,Critique,0.8,True,
PriorityLexusVB/rocket_aftermarket_tracker#262:issue_comment:3703051087,Suggestion,,1,False,
PriorityLexusVB/rocket_aftermarket_tracker#262:issue_comment:3703238773,Suggestion,,1.0,False,
RobGibbens/CardGames#184:issue_comment:3702384695,Suggestion,,1,False,
RobGibbens/CardGames#184:issue_comment:3702585028,Suggestion,,1.0,False,
RobGibbens/CardGames#184:issue_comment:3702631656,Suggestion,,1,False,
RobGibbens/CardGames#184:issue_comment:3702675702,Suggestion,,1,False,
RobGibbens/CardGames#184:issue_comment:3702688110,Suggestion,,1,False,
RobGibbens/CardGames#184:issue_comment:3702736640,Suggestion,,1.0,False,
RobGibbens/CardGames#184:issue_comment:3702873735,Suggestion,,1.0,False,
RobGibbens/CardGames#184:issue_comment:3702886167,Critique,Justification,0.8,True,
RobGibbens/CardGames#184:issue_comment:3702959865,Suggestion,,1,False,
RobGibbens/CardGames#184:issue_comment:3702972295,Suggestion,None,1,False,
RobGibbens/CardGames#184:issue_comment:3702985008,Suggestion,,1,False,
RobGibbens/CardGames#184:issue_comment:3702986251,Suggestion,,1.0,False,
RobGibbens/CardGames#184:issue_comment:3703128125,Critique,,1,False,
RobGibbens/CardGames#184:issue_comment:3703132822,Suggestion,None,1.0,False,
Scetrov/evefrontier-rs#51:issue_comment:3703062938,Justification,Explanation,0.8,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702799351,Suggestion,,1.0,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702857911,Suggestion,,1,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702947761,Suggestion,,1.0,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702970610,Suggestion,,,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702981782,Suggestion,,1.0,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702986104,Suggestion,,1,False,
SharpMUSH/SharpMUSH#326:issue_comment:3702999626,Suggestion,,1,False,
SharpMUSH/SharpMUSH#326:issue_comment:3703009455,Suggestion,,1,False,
SharpMUSH/SharpMUSH#326:issue_comment:3703053311,Suggestion,,,False,
SimulatorLife/prettier-plugin-gml#5612:issue_comment:3703021627,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3702981000,Suggestion,None,1.0,False,
Stage4000/420th#1:issue_comment:3702989309,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3703003880,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703042550,Suggestion,,1.0,False,
Stage4000/420th#1:issue_comment:3703058845,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703145228,Suggestion,Justification,0.8,False,
Stage4000/420th#1:issue_comment:3703155364,Suggestion,,1,False,
Stage4000/420th#1:issue_comment:3703158912,Suggestion,Other,1.0,False,
