mention_uid,repo_name,pr_number,invocation_user_login,invocation_speaker_role,invocation_location,invocation_timing_phase,invocation_order_label,invocation_body,invocation_addressing_mode,invocation_time,has_next_any_comment,has_next_human_comment,has_next_bot_comment,latency_to_next_any_comment_hours,latency_to_next_human_comment_hours,latency_to_next_bot_comment_hours,n_human_followups_captured,merged,pr_state,invocation_before_merge,time_to_merge_after_invocation_hours,time_to_close_after_invocation_hours,pr_total_comments,pr_ai_comments,pr_title,pr_language,uptake_label,uptake_secondary_label,uptake_notes,next_human_1_user_login,next_human_1_comment_type,next_human_1_created_at,next_human_1_contains_ai_reference,next_human_1_body,next_human_1_latency_hours,next_human_2_user_login,next_human_2_comment_type,next_human_2_created_at,next_human_2_contains_ai_reference,next_human_2_body,next_human_2_latency_hours,next_human_3_user_login,next_human_3_comment_type,next_human_3_created_at,next_human_3_contains_ai_reference,next_human_3_body,next_human_3_latency_hours
Jayc82/Orion#1:issue_comment:3703209554,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,@copilot How do i test on metamask,Talking-to-AI,2026-01-01T03:18:39Z,True,True,True,0.026,0.166,0.026,3,False,open,False,,-19.583,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-01T03:28:37Z,True,@copilot Add Block Explorer URL,0.166,Jayc82,issue_comment,2026-01-01T03:36:58Z,True,"@copilot This what MetaMask is saying when I'm trying to add the network! According to our records, this URL does not match a known provider for this chain ID.",0.305,Jayc82,issue_comment,2026-01-01T03:41:40Z,True,@copilot Chain Id 1251,0.384
Jayc82/Orion#1:issue_comment:3703215948,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,@copilot Add Block Explorer URL,Talking-to-AI,2026-01-01T03:28:37Z,True,True,True,0.022,0.139,0.022,3,False,open,False,,-19.749,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-01T03:36:58Z,True,"@copilot This what MetaMask is saying when I'm trying to add the network! According to our records, this URL does not match a known provider for this chain ID.",0.139,Jayc82,issue_comment,2026-01-01T03:41:40Z,True,@copilot Chain Id 1251,0.217,Jayc82,issue_comment,2026-01-01T03:56:06Z,True,"@copilot MetaMask is talking about the http://localhost:9933 when it says According to our records, this URL does not match a known provider for this chain ID.",0.458
Jayc82/Orion#1:issue_comment:3703220874,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,"@copilot This what MetaMask is saying when I'm trying to add the network! According to our records, this URL does not match a known provider for this chain ID.",Talking-to-AI,2026-01-01T03:36:58Z,True,True,True,0.022,0.078,0.022,3,False,open,False,,-19.889,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-01T03:41:40Z,True,@copilot Chain Id 1251,0.078,Jayc82,issue_comment,2026-01-01T03:56:06Z,True,"@copilot MetaMask is talking about the http://localhost:9933 when it says According to our records, this URL does not match a known provider for this chain ID.",0.319,Jayc82,issue_comment,2026-01-01T04:02:39Z,True,"@copilot It won't allow me to save it or continue it won't allow me to do anything beyond put the information in the bar and then it tells me. According to our records, this URL does not match a known provider for this chain ID. And i cannot continue or save nothing!",0.428
Jayc82/Orion#1:issue_comment:3703223251,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,@copilot Chain Id 1251,Talking-to-AI,2026-01-01T03:41:40Z,True,True,True,0.079,0.241,0.079,3,False,open,False,,-19.967,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-01T03:56:06Z,True,"@copilot MetaMask is talking about the http://localhost:9933 when it says According to our records, this URL does not match a known provider for this chain ID.",0.241,Jayc82,issue_comment,2026-01-01T04:02:39Z,True,"@copilot It won't allow me to save it or continue it won't allow me to do anything beyond put the information in the bar and then it tells me. According to our records, this URL does not match a known provider for this chain ID. And i cannot continue or save nothing!",0.35,Jayc82,issue_comment,2026-01-01T04:09:22Z,True,@copilot Automatically add,0.462
Jayc82/Orion#1:issue_comment:3703230325,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,"@copilot MetaMask is talking about the http://localhost:9933 when it says According to our records, this URL does not match a known provider for this chain ID.",Talking-to-AI,2026-01-01T03:56:06Z,True,True,True,0.025,0.109,0.025,3,False,open,False,,-20.207,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-01T04:02:39Z,True,"@copilot It won't allow me to save it or continue it won't allow me to do anything beyond put the information in the bar and then it tells me. According to our records, this URL does not match a known provider for this chain ID. And i cannot continue or save nothing!",0.109,Jayc82,issue_comment,2026-01-01T04:09:22Z,True,@copilot Automatically add,0.221,Jayc82,issue_comment,2026-01-02T05:30:42Z,True,@copilot where is the vulncheck located,25.577
Jayc82/Orion#1:issue_comment:3703234476,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,"@copilot It won't allow me to save it or continue it won't allow me to do anything beyond put the information in the bar and then it tells me. According to our records, this URL does not match a known provider for this chain ID. And i cannot continue or save nothing!",Talking-to-AI,2026-01-01T04:02:39Z,True,True,True,0.022,0.112,0.022,2,False,open,False,,-20.317,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-01T04:09:22Z,True,@copilot Automatically add,0.112,Jayc82,issue_comment,2026-01-02T05:30:42Z,True,@copilot where is the vulncheck located,25.468,,,,,,
Jayc82/Orion#1:issue_comment:3703239301,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,middle,middle,@copilot Automatically add,Talking-to-AI,2026-01-01T04:09:22Z,True,True,True,0.046,25.356,0.046,1,False,open,False,,-20.429,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,Jayc82,issue_comment,2026-01-02T05:30:42Z,True,@copilot where is the vulncheck located,25.356,,,,,,,,,,,,
Jayc82/Orion#1:issue_comment:3704491867,Jayc82/Orion,1,Jayc82,other_commenter,issue_comment,late,middle,@copilot where is the vulncheck located,Talking-to-AI,2026-01-02T05:30:42Z,True,False,True,0.036,,0.036,0,False,open,False,,-45.784,66,66,"scaffold: Add Substrate + EVM (Frontier) integration with Orion customizations, Docker support, wallet integration, multi-node testnet deployment, comprehensive security framework, automated testing, technical whitepaper, and PoW hybrid consensus archi...",0,,,,,,,,,,,,,,,,,,,,,
Jebel-Quant/rhiza-tools#13:issue_comment:3702971294,Jebel-Quant/rhiza-tools,13,tschm,other_commenter,issue_comment,early,first,"@copilot Do ""make fmt""",Talking-to-AI,2025-12-31T22:19:56Z,True,False,True,0.073,,0.073,0,True,closed,True,6.427,6.427,2,2,Increase test coverage to 100%,Python,,,,,,,,,,,,,,,,,,,,,
JosunLP/api-faker#2:issue_comment:3702981044,JosunLP/api-faker,2,JosunLP,reviewer,issue_comment,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621438412),Talking-to-AI,2025-12-31T22:33:28Z,True,True,True,0.099,1.15,0.099,3,True,closed,True,1152.874,1152.874,91,10,Add installer script and CLI update functionality,Rust,,,,JosunLP,issue_comment,2025-12-31T23:42:27Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621530899),1.15,JosunLP,issue_comment,2026-01-01T02:19:33Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621573025),3.768,JosunLP,issue_comment,2026-01-01T06:24:11Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621624788),7.845
JosunLP/api-faker#2:issue_comment:3703056116,JosunLP/api-faker,2,JosunLP,reviewer,issue_comment,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621530899),Talking-to-AI,2025-12-31T23:42:27Z,True,True,True,0.091,2.618,0.091,3,True,closed,True,1151.724,1151.724,91,10,Add installer script and CLI update functionality,Rust,,,,JosunLP,issue_comment,2026-01-01T02:19:33Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621573025),2.618,JosunLP,issue_comment,2026-01-01T06:24:11Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621624788),6.696,JosunLP,issue_comment,2026-02-17T09:36:11Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3622815204),1137.896
JosunLP/api-faker#2:issue_comment:3703177771,JosunLP/api-faker,2,JosunLP,reviewer,issue_comment,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621573025),Talking-to-AI,2026-01-01T02:19:33Z,True,True,True,0.077,4.077,0.077,2,True,closed,True,1149.106,1149.106,91,10,Add installer script and CLI update functionality,Rust,,,,JosunLP,issue_comment,2026-01-01T06:24:11Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621624788),4.077,JosunLP,issue_comment,2026-02-17T09:36:11Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3622815204),1135.277,,,,,,
JosunLP/api-faker#2:issue_comment:3703322126,JosunLP/api-faker,2,JosunLP,reviewer,issue_comment,early,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3621624788),Talking-to-AI,2026-01-01T06:24:11Z,True,True,True,0.093,1131.2,0.093,1,True,closed,True,1145.029,1145.029,91,10,Add installer script and CLI update functionality,Rust,,,,JosunLP,issue_comment,2026-02-17T09:36:11Z,True,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3622815204),1131.2,,,,,,,,,,,,
JosunLP/api-faker#2:issue_comment:3913381997,JosunLP/api-faker,2,JosunLP,reviewer,issue_comment,late,middle,@copilot apply changes based on the comments in [this thread](https://github.com/JosunLP/api-faker/pull/2#pullrequestreview-3622815204),Talking-to-AI,2026-02-17T09:36:11Z,True,False,True,0.072,,0.072,0,True,closed,True,13.829,13.829,91,10,Add installer script and CLI update functionality,Rust,,,,,,,,,,,,,,,,,,,,,
LachlanBWWright/MERN-Mafia#16:issue_comment:3702112554,LachlanBWWright/MERN-Mafia,16,LachlanBWWright,other_commenter,issue_comment,early,first,"@copilot You experienced a git error, and crashed. This is a new session, so reset the 50 minute timer. For reference, continue with my previous instructions: I would like you to expand on the linting across all three projects using typescript. Update the linters (and all other package) to the latest version, even if this requires moving to new major revisions, and apply the ts-eslint plugin's strict and stylistic rules https://typescript-eslint.io/getting-started Update lint configuration files to the new standards, too. Also use the react linting component too https://react.dev/reference/eslint-plugin-react-hooks Then, run lint and build tests across all three projects, and iterate until all lint and build errors have been fixed. Use the date command at the start of your session. You have up to an hour to complete your work, so do not stop without completing all instructions unless you can verify that at least 50 minutes has passed with another use of the date command",Talking-to-AI,2025-12-31T12:26:48Z,True,True,True,9.238,9.238,9.266,3,False,open,False,,-0.809,10,9,[WIP] Update linting configuration for TypeScript projects,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T21:41:04Z,True,"@copilot You experienced another git error. Stars a new session, and make smaller, more frequent commits. Again, start a new 50 minute period",9.238,LachlanBWWright,issue_comment,2025-12-31T21:54:09Z,True,"@copilot Every message from me indicates the start of a fresh session. None if your changes have been committed due to the error. I want you to work in reapplying them in small, incremental commits. YOU NEED TO REDO YOUR CHAEGES MADE, DONT TELL ME TO MAKE A NEW PR. Run the date command, and work for another 50 minutes",9.456,LachlanBWWright,issue_comment,2025-12-31T22:17:03Z,True,"@copilot No, don't try to git add items in the node modules folder, that is causing you to crash. Focus on running npm run lint in all three folders, and fixing any lint errors that appear as a result of the new, strict linter. There should not be any type assertions of the use of 'any' throughout the project Also, once you have completed that make sure that all three components make use of vitest, and create more comprehensive unit tests throughout the project. This is a new session, so take a new timestamp for another 60 minutes of work",9.838
LachlanBWWright/MERN-Mafia#16:issue_comment:3702947561,LachlanBWWright/MERN-Mafia,16,LachlanBWWright,other_commenter,issue_comment,early,middle,"@copilot Every message from me indicates the start of a fresh session. None if your changes have been committed due to the error. I want you to work in reapplying them in small, incremental commits. YOU NEED TO REDO YOUR CHAEGES MADE, DONT TELL ME TO MAKE A NEW PR. Run the date command, and work for another 50 minutes",Talking-to-AI,2025-12-31T21:54:09Z,True,True,True,0.141,0.382,0.141,3,False,open,False,,-10.265,10,9,[WIP] Update linting configuration for TypeScript projects,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T22:17:03Z,True,"@copilot No, don't try to git add items in the node modules folder, that is causing you to crash. Focus on running npm run lint in all three folders, and fixing any lint errors that appear as a result of the new, strict linter. There should not be any type assertions of the use of 'any' throughout the project Also, once you have completed that make sure that all three components make use of vitest, and create more comprehensive unit tests throughout the project. This is a new session, so take a new timestamp for another 60 minutes of work",0.382,LachlanBWWright,issue_comment,2025-12-31T23:42:21Z,True,"@copilot I TOLD YOU NOT TO COMMIT FILES IN NODE MODULES. GITIGNORE THE FOLDER AND CONTINUE WITH MY PREVIOUS INSTRUCTIONS. THIS IS A NEW SESSION, SO TAKE A NEW DATE FOR ANOTHER 50 MINUTES",1.803,LachlanBWWright,issue_comment,2025-12-31T23:44:33Z,True,"@copilot do NOT commit files in node modules folders. Add the folder to gitignore, then continue with my previous instructions. This is a new session, so take a new date for another 50 minutes",1.84
LachlanBWWright/MERN-Mafia#16:issue_comment:3702969074,LachlanBWWright/MERN-Mafia,16,LachlanBWWright,other_commenter,issue_comment,early,middle,"@copilot No, don't try to git add items in the node modules folder, that is causing you to crash. Focus on running npm run lint in all three folders, and fixing any lint errors that appear as a result of the new, strict linter. There should not be any type assertions of the use of 'any' throughout the project Also, once you have completed that make sure that all three components make use of vitest, and create more comprehensive unit tests throughout the project. This is a new session, so take a new timestamp for another 60 minutes of work",Talking-to-AI,2025-12-31T22:17:03Z,True,True,True,1.422,1.422,2.619,2,False,open,False,,-10.647,10,9,[WIP] Update linting configuration for TypeScript projects,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T23:42:21Z,True,"@copilot I TOLD YOU NOT TO COMMIT FILES IN NODE MODULES. GITIGNORE THE FOLDER AND CONTINUE WITH MY PREVIOUS INSTRUCTIONS. THIS IS A NEW SESSION, SO TAKE A NEW DATE FOR ANOTHER 50 MINUTES",1.422,LachlanBWWright,issue_comment,2025-12-31T23:44:33Z,True,"@copilot do NOT commit files in node modules folders. Add the folder to gitignore, then continue with my previous instructions. This is a new session, so take a new date for another 50 minutes",1.458,,,,,,
LachlanBWWright/MERN-Mafia#16:issue_comment:3703057826,LachlanBWWright/MERN-Mafia,16,LachlanBWWright,other_commenter,issue_comment,early,middle,"@copilot do NOT commit files in node modules folders. Add the folder to gitignore, then continue with my previous instructions. This is a new session, so take a new date for another 50 minutes",Talking-to-AI,2025-12-31T23:44:33Z,True,False,True,1.16,,1.16,0,False,open,False,,-12.105,10,9,[WIP] Update linting configuration for TypeScript projects,TypeScript,,,,,,,,,,,,,,,,,,,,,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3701755465,LachlanBWWright/PangeaRSEdit,63,LachlanBWWright,other_commenter,issue_comment,early,first,"@copilot Ok, it is a new session, so continue fixing the remaining lint issues. You have another hour, so take a new timestamp with the date, and continue working until another 50 minutes have passed. If possible, feel free to get rid of classes too",Talking-to-AI,2025-12-31T08:48:32Z,True,True,True,0.882,2.592,0.882,3,True,closed,True,93.463,93.463,10,10,[WIP] Fix all lint issues without using type assertions,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T11:24:02Z,True,"@copilot You have yet another session, so take a new timestamp, and work for no less than another 50 minutes. Continue working on the lint issues, then focus on the unit test suites, ensuring that no errors are occurring. Also, focus on extending/adapting the tests, so that the logic that occurs when the user loads a level of a game, and then clicks the download button is covered by the tests, such that the data can be parsed from its original format to a json file usable by the editor and passing the appropriate validators, and then back into an identical file should no changes be made. If you get all unit tests passing (dont water them down), focus on playwright tests to fill the remaining time.",2.592,LachlanBWWright,issue_comment,2025-12-31T12:32:26Z,True,"@copilot Continue fixing the remainnig type and non null assertions. This is a new session, so take a new date for a new 50 minute period",3.732,LachlanBWWright,issue_comment,2025-12-31T21:42:26Z,True,@copilot Continue making lint fixes. Start another 50 minute period,12.898
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702016030,LachlanBWWright/PangeaRSEdit,63,LachlanBWWright,other_commenter,issue_comment,early,middle,"@copilot You have yet another session, so take a new timestamp, and work for no less than another 50 minutes. Continue working on the lint issues, then focus on the unit test suites, ensuring that no errors are occurring. Also, focus on extending/adapting the tests, so that the logic that occurs when the user loads a level of a game, and then clicks the download button is covered by the tests, such that the data can be parsed from its original format to a json file usable by the editor and passing the appropriate validators, and then back into an identical file should no changes be made. If you get all unit tests passing (dont water them down), focus on playwright tests to fill the remaining time.",Talking-to-AI,2025-12-31T11:24:02Z,True,True,True,1.14,1.14,1.992,3,True,closed,True,90.872,90.872,10,10,[WIP] Fix all lint issues without using type assertions,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T12:32:26Z,True,"@copilot Continue fixing the remainnig type and non null assertions. This is a new session, so take a new date for a new 50 minute period",1.14,LachlanBWWright,issue_comment,2025-12-31T21:42:26Z,True,@copilot Continue making lint fixes. Start another 50 minute period,10.307,LachlanBWWright,issue_comment,2025-12-31T22:42:58Z,True,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",11.316
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702122727,LachlanBWWright/PangeaRSEdit,63,LachlanBWWright,other_commenter,issue_comment,early,middle,"@copilot Continue fixing the remainnig type and non null assertions. This is a new session, so take a new date for a new 50 minute period",Talking-to-AI,2025-12-31T12:32:26Z,True,True,True,0.852,9.167,0.852,3,True,closed,True,89.732,89.732,10,10,[WIP] Fix all lint issues without using type assertions,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T21:42:26Z,True,@copilot Continue making lint fixes. Start another 50 minute period,9.167,LachlanBWWright,issue_comment,2025-12-31T22:42:58Z,True,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",10.176,LachlanBWWright,issue_comment,2025-12-31T23:46:35Z,True,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",11.236
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702937535,LachlanBWWright/PangeaRSEdit,63,LachlanBWWright,other_commenter,issue_comment,early,middle,@copilot Continue making lint fixes. Start another 50 minute period,Talking-to-AI,2025-12-31T21:42:26Z,True,True,True,0.744,1.009,0.744,3,True,closed,True,80.565,80.565,10,10,[WIP] Fix all lint issues without using type assertions,TypeScript,,,,LachlanBWWright,issue_comment,2025-12-31T22:42:58Z,True,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",1.009,LachlanBWWright,issue_comment,2025-12-31T23:46:35Z,True,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",2.069,LachlanBWWright,issue_comment,2025-12-31T23:51:38Z,True,"@copilot continue fixing the issues as per my previous instructions. do not add node_modules to commits, you should be adding the folders to gitignore. Start a new session and take a new timestamp",2.153
LexioPK/ExtinctionY#4:issue_comment:3695353024,LexioPK/ExtinctionY,4,LexioPK,other_commenter,issue_comment,early,first,@copilot Also now have the header be highlight for abilities instead of having it be highlighted over pokedex while on the abilities page. Do the same with movedescriptions.html and have the header of moves be highlighted,Talking-to-AI,2025-12-29T03:39:08Z,True,True,True,0.067,66.364,0.067,1,False,closed,False,,290.325,4,4,"Update abilities page to use image/icons directory, fix header highlighting, and add new navigation tabs",HTML,,,,LexioPK,issue_comment,2025-12-31T22:00:57Z,True,"@copilot Ok now update the header to add two more tabs. One to the left of Pokedex called ""Extinction Y"" and one on the right of Abilities called Encounters & Items. The Extinction Y page will lead to info.html which will include all the basic information about the rom hack. Have it set up like an info page with the name of the rom hack ""Pokemon Extinction Y"" Centered and bolded at the top of the page with headers for ""The Game"", ""How to Patch"", ""Bugs/Issues"", & ""Aditional Resources"" The Encounter/Info page is going to be a WIP so put something that says Currently Working or something.",66.364,,,,,,,,,,,,
LexioPK/ExtinctionY#4:issue_comment:3702954422,LexioPK/ExtinctionY,4,LexioPK,other_commenter,issue_comment,early,middle,"@copilot Ok now update the header to add two more tabs. One to the left of Pokedex called ""Extinction Y"" and one on the right of Abilities called Encounters & Items. The Extinction Y page will lead to info.html which will include all the basic information about the rom hack. Have it set up like an info page with the name of the rom hack ""Pokemon Extinction Y"" Centered and bolded at the top of the page with headers for ""The Game"", ""How to Patch"", ""Bugs/Issues"", & ""Aditional Resources"" The Encounter/Info page is going to be a WIP so put something that says Currently Working or something.",Talking-to-AI,2025-12-31T22:00:57Z,True,False,True,0.093,,0.093,0,False,closed,False,,223.962,4,4,"Update abilities page to use image/icons directory, fix header highlighting, and add new navigation tabs",HTML,,,,,,,,,,,,,,,,,,,,,
LudovicRousseau/CCID#178:issue_comment:3703061440,LudovicRousseau/CCID,178,hnampally,author,issue_comment,early,single,"> How is the author of `src/libusb_shim.h` and `src/libusb_shim_qnx.c`? I only find `Copyright (C) 2025` in the file headers but with no name of the copyright holder. Thanks for the review! I’ll get that copyright header updated. Just as a heads-up, I used GitHub Copilot (Claude 4.5 Haiku) to help develop this patch, and I'll be sure to include that in the commit message.",Talking-to-AI,2025-12-31T23:49:13Z,True,True,False,11.139,11.139,,3,False,open,False,,-0.745,5,1,Port libccid to QNX 8.0 with USB device enumeration,C,,,,LudovicRousseau,issue_comment,2026-01-01T10:57:32Z,False,You write: ``` - **Pico Key (FEFF:FCFD)** ✅ Correctly identified as CCID device ``` I do not (yet) have this device in my list of CCID devices. Please follow https://ccid.apdu.fr/#CCID_compliant What is used to build the driver? meson or CMake?,11.139,hnampally,issue_comment,2026-01-01T18:07:33Z,False,"@LudovicRousseau Apologies for the confusion. To clarify, the Pico 2 is not CCID-compliant. Since I lack a commercial CCID device for testing, I used an un-provisioned RP2350 with a dummy VID/PID and hardcoded a fallback on [line #705](https://github.com/hnampally/CCID/blob/4fe573cce711d4b63243c8eedd4fff5768584ba2/src/libusb_shim_qnx.c#L705) to simulate compliance. I plan to [patch](https://www.picokeys.com/pico-patcher/) my local firmware with a valid VID/PID for testing and remove this hardcoded logic from libusb_shim_qnx.c if that make sense, please advice. The primary goal of this PR is to port libccid and subsequently the pcsc tool to QNX for educational purposes (using QNX hobbyist license). I am also currently working on [pcsc](https://github.com/LudovicRousseau/PCSC) port. > What is used to build the driver? meson or CMake? I initially tried Meson but found it difficult to manually configure the cross-file environment. CMake’s platform modules provided much smoother auto-detection after sourcing qnx_sdp.env. Consequently, I will remove the QNX-specific changes from meson.build as they are no longer required for this cross-compilation flow",18.306,hnampally,issue_comment,2026-01-02T06:46:07Z,False,"@LudovicRousseau Please find screenshot below and attached test output logs for your reference. <img width=""406"" height=""966"" alt=""image"" src=""https://github.com/user-attachments/assets/de4282cf-2717-40ca-bd7b-542103f60862"" /> [test_transfer.log](https://github.com/user-attachments/files/24404893/test_transfer.log) [parse.log](https://github.com/user-attachments/files/24404896/parse.log)",30.948
M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding#213:issue_comment:3702975194,M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding,213,m1ndn1nj4,reviewer,issue_comment,early,first,@copilot NEW REQUIREMENT: I JUST MERGED INTO MAIN VIA THIS PR: https://github.com/M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding/pull/214 THIS FILE: `docs/ai-prompt/209/209-new-requirement.md` SAFELY DOWNLOAD IT INTO THIS BRANCH READ IT THEN DO IT!,Talking-to-AI,2025-12-31T22:25:14Z,True,True,True,0.225,0.581,0.225,2,True,closed,True,1.127,1.127,10,6,"Fix Perl toolchain installation, add comprehensive test suite, create bulletproof session compliance contract with Rule of Three for repo-lint bootstrapper",Python,,,,m1ndn1nj4,issue_comment,2025-12-31T23:00:07Z,True,@copilot NEW REQUIREMENT: DOWNLOAD SAFELY INTO THIS BRANCH THIS FILE: `docs/ai-prompt/209/new-new-requirements.md` THEN I WANT YOU TO COMPARE `docs/ai-prompt/209/209-issue-overview.md` to the actual state of the Repo and this project. THEN UPDATE THAT DOCUMENT. THEN UPDATE YOUR JOURNALS IN THAT DIRECTORY. THEN DO WHAT'S REQUIRED OF YOU IN: `docs/ai-prompt/209/new-new-requirements.md`,0.581,m1ndn1nj4,issue_comment,2025-12-31T23:08:28Z,True,"@copilot YOU ALSO NEED TO ADD THAT MANDATORY ""RULE OF THREE"" TO THAT CONTRACT. IT IS EXPLICIT AND MANDATORY!",0.721,,,,,,
M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding#213:issue_comment:3703014499,M1NDN1NJ4-0RG/RFC-Shared-Agent-Scaffolding,213,m1ndn1nj4,reviewer,issue_comment,late,middle,"@copilot YOU ALSO NEED TO ADD THAT MANDATORY ""RULE OF THREE"" TO THAT CONTRACT. IT IS EXPLICIT AND MANDATORY!",Talking-to-AI,2025-12-31T23:08:28Z,True,False,True,0.226,,0.226,0,True,closed,True,0.406,0.406,10,6,"Fix Perl toolchain installation, add comprehensive test suite, create bulletproof session compliance contract with Rule of Three for repo-lint bootstrapper",Python,,,,,,,,,,,,,,,,,,,,,
Mittenzx/Adastrea#395:issue_comment:3702939147,Mittenzx/Adastrea,395,Mittenzx,other_commenter,issue_comment,middle,middle,@copilot apply changes based on the comments in [this thread](https://github.com/Mittenzx/Adastrea/pull/395#pullrequestreview-3621463047),Talking-to-AI,2025-12-31T21:44:22Z,True,False,True,0.051,,0.051,0,True,closed,True,0.412,0.412,12,2,Fix build errors: add missing method stubs and remove archived system dependencies,C++,,,,,,,,,,,,,,,,,,,,,
