source,repo_name,pr_number,user_login,is_bot,created_at,pattern,snippet,body
comment,AndyMik90/Auto-Claude,417,coderabbitai[bot],True,2025-12-30T01:54:45Z,ai_disclosure_required,"label=|<.*>.*[A-Z].*<)"" | head -20
```

Repository: AndyMik90/Auto-Claude","_⚠️ Potential issue_ | _🔴 Critical_

<details>
<summary>🧩 Analysis chain</summary>

🏁 Script executed:

```shell
# First, verify that the translation files exist
echo ""=== Checking translation files ===""
if [ -f ""apps/frontend/src/shared/i18n/locales/en/changelog.json"" ]; then
  echo ""✓ en/changelog.json exists""
else
  echo ""✗ en/changelog.json is MISSING""
fi

if [ -f ""apps/frontend/src/shared/i18n/locales/fr/changelog.json"" ]; then
  echo ""✓ fr/changelog.json exists""
else
  echo ""✗ fr/changelog.json is MISSING""
fi

echo """"
echo ""=== Comparing key counts ===""
if [ -f ""apps/frontend/src/shared/i18n/locales/en/changelog.json"" ] && [ -f ""apps/frontend/src/shared/i18n/locales/fr/changelog.json"" ]; then
  en_keys=$(jq -r 'paths(scalars) | join(""."")' apps/frontend/src/shared/i18n/locales/en/changelog.json 2>/dev/null | wc -l)
  fr_keys=$(jq -r 'paths(scalars) | join(""."")' apps/frontend/src/shared/i18n/locales/fr/changelog.json 2>/dev/null | wc -l)
  echo ""EN keys: $en_keys, FR keys: $fr_keys""
  if [ ""$en_keys"" -eq ""$fr_keys"" ]; then
    echo ""✓ Key counts match""
  else
    echo ""✗ Key counts DO NOT match""
  fi
fi
```

Repository: AndyMik90/Auto-Claude

Length of output: 187

---

🏁 Scrip"
comment,AndyMik90/Auto-Claude,417,coderabbitai[bot],True,2025-12-30T03:35:24Z,ai_disclosure_required,"label"": ""Format:""
}
```
</details>

<details>
<summary>🤖 Prompt for AI","_⚠️ Potential issue_ | _🟡 Minor_

**Hardcoded string ""Format:"" should use translation.**

Per coding guidelines, never use hardcoded strings in JSX/TSX files for user-facing text. This label should use the `useTranslation()` hook.



<details>
<summary>🔎 Proposed fix</summary>

```diff
+import { useTranslation } from 'react-i18next';
+
 export function FormattingToolbar({ onFormat, className }: FormattingToolbarProps) {
+  const { t } = useTranslation('common');
   return (
     <div className={cn('flex items-center gap-1 p-2 border-b border-border bg-muted/30', className)}>
-      <span className=""text-xs text-muted-foreground mr-2"">Format:</span>
+      <span className=""text-xs text-muted-foreground mr-2"">{t('formatting.label')}</span>
```

You'll also need to add the key to locale files:
```json
// en/common.json
""formatting"": {
  ""label"": ""Format:""
}
```
</details>

<details>
<summary>🤖 Prompt for AI Agents</summary>

```
In apps/frontend/src/renderer/components/FormattingToolbar.tsx around line 48,
the hardcoded user-facing string ""Format:"" must be internationalized; use the
useTranslation() hook (e.g. const { t } = useTranslation('common')) at the top
of the component, replac"
comment,AndyMik90/Auto-Claude,417,coderabbitai[bot],True,2025-12-30T03:35:25Z,ai_disclosure_required,"label"": ""Preferred IDE"",
       ""description"": ""Auto Claude","_⚠️ Potential issue_ | _🔴 Critical_

**Critical: Duplicate `devtools` key in JSON.**

The `devtools` key is defined twice in this file (lines 147-170 and lines 211-228). In JSON, when a key is defined multiple times, only the last definition takes effect, meaning the first definition (lines 147-170) will be ignored. This causes data loss for fields like `detecting`, `customPath`, `customPathPlaceholder`, `detectedSummary`, and `noToolsDetected`.



<details>
<summary>🔎 Proposed fix</summary>

Merge both definitions or remove the duplicate. If lines 211-228 represent the intended structure, delete lines 147-170. Otherwise, merge unique keys from both sections:

```diff
   ""devtools"": {
     ""title"": ""Developer Tools"",
     ""description"": ""Configure your preferred IDE and terminal for working with worktrees"",
+    ""detecting"": ""Detecting installed tools..."",
     ""detectAgain"": ""Detect Again"",
     ""ide"": {
       ""label"": ""Preferred IDE"",
       ""description"": ""Auto Claude will open worktrees in this editor"",
-      ""placeholder"": ""Select IDE..."",
-      ""customPath"": ""Custom IDE Path"",
-      ""customPathPlaceholder"": ""/path/to/your/ide""
+      ""placeholder"": ""Select IDE...""
     },"
comment,AndyMik90/Auto-Claude,417,coderabbitai[bot],True,2025-12-30T03:35:25Z,ai_disclosure_required,"label"": ""Preferred Terminal"",
       ""description"": ""Auto Claude","_⚠️ Potential issue_ | _🔴 Critical_

**Critical: Duplicate `devtools` key in JSON.**

The `devtools` key is defined twice in this file (lines 147-170 and lines 211-228). In JSON, when a key is defined multiple times, only the last definition takes effect, meaning the first definition (lines 147-170) will be ignored. This causes data loss for fields like `detecting`, `customPath`, `customPathPlaceholder`, `detectedSummary`, and `noToolsDetected`.



<details>
<summary>🔎 Proposed fix</summary>

Merge both definitions or remove the duplicate. If lines 211-228 represent the intended structure, delete lines 147-170. Otherwise, merge unique keys from both sections:

```diff
   ""devtools"": {
     ""title"": ""Developer Tools"",
     ""description"": ""Configure your preferred IDE and terminal for working with worktrees"",
+    ""detecting"": ""Detecting installed tools..."",
     ""detectAgain"": ""Detect Again"",
     ""ide"": {
       ""label"": ""Preferred IDE"",
       ""description"": ""Auto Claude will open worktrees in this editor"",
-      ""placeholder"": ""Select IDE..."",
-      ""customPath"": ""Custom IDE Path"",
-      ""customPathPlaceholder"": ""/path/to/your/ide""
+      ""placeholder"": ""Select IDE...""
     },"
comment,AndyMik90/Auto-Claude,417,coderabbitai[bot],True,2025-12-30T03:35:25Z,ai_disclosure_required,"label"": ""Preferred IDE"",
-      ""description"": ""Auto Claude","_⚠️ Potential issue_ | _🔴 Critical_

**Critical: Duplicate `devtools` key in JSON.**

The `devtools` key is defined twice in this file (lines 147-170 and lines 211-228). In JSON, when a key is defined multiple times, only the last definition takes effect, meaning the first definition (lines 147-170) will be ignored. This causes data loss for fields like `detecting`, `customPath`, `customPathPlaceholder`, `detectedSummary`, and `noToolsDetected`.



<details>
<summary>🔎 Proposed fix</summary>

Merge both definitions or remove the duplicate. If lines 211-228 represent the intended structure, delete lines 147-170. Otherwise, merge unique keys from both sections:

```diff
   ""devtools"": {
     ""title"": ""Developer Tools"",
     ""description"": ""Configure your preferred IDE and terminal for working with worktrees"",
+    ""detecting"": ""Detecting installed tools..."",
     ""detectAgain"": ""Detect Again"",
     ""ide"": {
       ""label"": ""Preferred IDE"",
       ""description"": ""Auto Claude will open worktrees in this editor"",
-      ""placeholder"": ""Select IDE..."",
-      ""customPath"": ""Custom IDE Path"",
-      ""customPathPlaceholder"": ""/path/to/your/ide""
+      ""placeholder"": ""Select IDE...""
     },"
comment,AndyMik90/Auto-Claude,417,coderabbitai[bot],True,2025-12-30T03:35:25Z,ai_disclosure_required,"label"": ""Preferred Terminal"",
-      ""description"": ""Auto Claude","_⚠️ Potential issue_ | _🔴 Critical_

**Critical: Duplicate `devtools` key in JSON.**

The `devtools` key is defined twice in this file (lines 147-170 and lines 211-228). In JSON, when a key is defined multiple times, only the last definition takes effect, meaning the first definition (lines 147-170) will be ignored. This causes data loss for fields like `detecting`, `customPath`, `customPathPlaceholder`, `detectedSummary`, and `noToolsDetected`.



<details>
<summary>🔎 Proposed fix</summary>

Merge both definitions or remove the duplicate. If lines 211-228 represent the intended structure, delete lines 147-170. Otherwise, merge unique keys from both sections:

```diff
   ""devtools"": {
     ""title"": ""Developer Tools"",
     ""description"": ""Configure your preferred IDE and terminal for working with worktrees"",
+    ""detecting"": ""Detecting installed tools..."",
     ""detectAgain"": ""Detect Again"",
     ""ide"": {
       ""label"": ""Preferred IDE"",
       ""description"": ""Auto Claude will open worktrees in this editor"",
-      ""placeholder"": ""Select IDE..."",
-      ""customPath"": ""Custom IDE Path"",
-      ""customPathPlaceholder"": ""/path/to/your/ide""
+      ""placeholder"": ""Select IDE...""
     },"
comment,dhusmann/cutandrun,1,chatgpt-codex-connector[bot],True,2026-01-01T04:07:04Z,ai_disclosure_required,flag does nothing and the report is generated,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub>  Honor dump_scale_factors flag when emitting spike-in reports**

The spike-in normalization path always writes `NORMALISATION_FACTORS_REPORT`, but the `--dump_scale_factors` flag (still present in `nextflow.config` and the schema) is no longer referenced. As a result, enabling the flag does nothing and the report is generated unconditionally, so users cannot request or suppress the scale-factor output as documented. Please gate the report emission on `params.dump_scale_factors` (or remove the flag if it is meant to be deprecated).

Useful? React with 👍 / 👎."
comment,arcade-cabinet/protocol-silent-night,64,claude[bot],True,2025-12-31T15:01:56Z,ai_disclosure_required,"flag is expected (repeated test patterns across character classes)
- Previous Claude","**Claude finished @dependabot[bot]'s task in 2m 26s** —— [View job](https://github.com/arcade-cabinet/protocol-silent-night/actions/runs/20621532005)

---
### PR Review: @react-three/fiber Dependency Update

#### Todo List
- [x] Review dependency update changes
- [x] Analyze E2E test modifications
- [x] Review LoadingScreen CSS changes
- [x] Assess CI failure patterns
- [x] Provide final recommendations

---

## Summary

This PR updates `@react-three/fiber` from **9.4.2 → 9.5.0** to add React 19.2 compatibility. The dependency update itself is **safe and straightforward**. However, the PR includes 7 additional commits attempting to fix E2E test timing issues that appear to be CI environment-related rather than code defects.

---

## Review Findings

### ✅ Dependency Update (Safe)

**Changes:**
- `@react-three/fiber`: 9.4.2 → 9.5.0
- Purpose: React 19.2 compatibility with bundled reconciler
- Peer dependencies: Now supports `>=19 <19.3` (current: 19.2.3 ✅)

**Assessment:**
- ✅ No breaking API changes
- ✅ Backward compatible with existing R3F hooks (`useFrame`, `useThree`, `extend`)
- ✅ All ecosystem packages remain compatible (`@react-three/drei`, `@react-three/postprocessing`, `@re"
comment,MatheusVBLima/rastaflix,47,coderabbitai[bot],True,2025-12-31T23:28:47Z,policy_or_guideline,"rule and added "".claude","<!-- This is an auto-generated comment: summarize by coderabbit.ai -->
<!-- This is an auto-generated comment: failure by coderabbit.ai -->

> [!CAUTION]
> ## Review failed
> 
> The pull request is closed.

<!-- end of auto-generated comment: failure by coderabbit.ai -->

<!-- walkthrough_start -->

<details>
<summary>📝 Walkthrough</summary>

## Walkthrough

This pull request introduces Twitch webhook management infrastructure via PowerShell scripts and guides, refactors award voting nominee displays into card layouts with optional images and descriptions, updates CI/CD permissions to enable Supabase CLI access, and adjusts gitignore to exclude the `.claude` directory while allowing the `scripts` directory.

## Changes

| Cohort / File(s) | Summary |
|---|---|
| **Twitch Webhook Management** <br> `scripts/install-twitch-cli.md`, `scripts/REGISTER_WEBHOOKS_GUIDE.md` | New guides documenting Twitch CLI installation on Windows and webhook registration via REST API without CLI, covering prerequisites, multiple methods (PowerShell, curl, Postman), OAuth token retrieval, subscription creation, and troubleshooting. |
| **Twitch Webhook Scripts** <br> `scripts/register-twitch-webhooks-api."
comment,klaushofrichter/een-api-toolkit,35,gemini-code-assist[bot],True,2025-12-31T23:23:26Z,policy_or_guideline,Prohibited Use Policy](https://policies.google.com/terms/generative-ai,"## Summary of Changes

Hello @klaushofrichter, I'm Gemini Code Assist[^1]! I'm currently reviewing this pull request and will post my feedback shortly. In the meantime, here's a summary to help you and other reviewers quickly get up to speed!

This pull request significantly expands the `vue-media` example application by introducing a dedicated page for viewing recorded camera images. It establishes a shared state mechanism for camera selection, ensuring a consistent user experience when switching between live and recorded views. The changes aim to provide a more complete demonstration of the EEN Media API's capabilities for both real-time and historical media access.

### Highlights

* **New Recorded Image Page**: Introduced a new `RecordedImage.vue` page, allowing users to browse recorded camera images with a date/time picker and previous/next navigation.
* **Shared Camera Selection**: Implemented a `useSelectedCamera` composable to manage and persist the selected camera ID across different pages (Live and Recorded) using `localStorage`.
* **Enhanced Navigation and Routing**: Updated `App.vue` and `Home.vue` to include navigation links to the new Recorded Images page, and added a"
comment,Open-Source-Legal/OpenContracts,764,claude[bot],True,2026-01-01T01:39:00Z,explicit_ban,No Claude,"## Code Review Summary

This is an excellent PR that implements a major landing page redesign with corpus categories. The implementation is well-architected, follows project conventions, and includes comprehensive tests.

## ✅ Strengths

### Backend Implementation
1. Strong security posture: system user uses defense-in-depth with is_active=False AND unusable password
2. Excellent permission model: categories correctly use no individual permissions (globally visible structural data)
3. N+1 query optimization: smart use of .annotate(_corpus_count=...) in resolver
4. Well-designed migrations: proper forward/reverse migration pattern with get_or_create
5. DRY improvements: fixed code duplication in config/graphql/base.py:172

### Frontend Implementation  
1. Clean component design using @os-legal/ui library consistently
2. Good error handling: CategorySelector handles loading, error, and empty states
3. DRY utility: extracted arraysEqualUnordered to shared utils
4. Type safety: proper TypeScript types, removed 'as any' casts
5. Deep linking: GetStarted component supports ?create=true param

### Testing
1. Comprehensive coverage: 878 lines covering models, GraphQL, mutations, permission"
comment,constellos/claude-code-actions,3,claude[bot],True,2025-12-31T23:27:29Z,verify_before_merge,"verify the review workflow works
   - Test @claude","## Pull Request Review: Claude Code GitHub Workflows

Thank you for adding the Claude Code integration to this repository! I've reviewed the workflow files and have the following feedback:

---

### ✅ **Strengths**

**1. Security Implementation**
- ✅ Properly uses GitHub secrets for API tokens (`CLAUDE_CODE_OAUTH_TOKEN`)
- ✅ Follows principle of least privilege with minimal permissions
- ✅ Correctly implements conditional execution to prevent unauthorized triggers
- ✅ Uses `id-token: write` for secure token handling

**2. Code Quality**
- ✅ Clean, readable YAML structure
- ✅ Well-commented configuration options
- ✅ Consistent formatting across workflows
- ✅ Uses latest stable action versions (`actions/checkout@v4`)

**3. Best Practices**
- ✅ Shallow clone (`fetch-depth: 1`) for performance
- ✅ Clear job and step naming conventions
- ✅ Appropriate use of `ubuntu-latest` runner
- ✅ Documentation links provided for customization

---

### 🔍 **Code Analysis**

#### **`.github/workflows/claude.yml`** (Interactive Claude Agent)

**Purpose:** Triggers Claude when mentioned in comments/issues

**Strengths:**
- Comprehensive trigger coverage (issue comments, PR comments, reviews, new issues"
comment,gestrich/claude-step,142,github-actions[bot],True,2025-12-31T23:23:35Z,ai_disclosure_required,"mark ""Task 1"" as complete in the `spec.md` file for the `claude","## AI-Generated Summary

The changes made in this pull request mark ""Task 1"" as complete in the `spec.md` file for the `claude-step/e2e-test-project`. This change updates the task tracking progress for this test project, indicating that the first task has now been completed.

The purpose of this change is to update the status of the test project tasks as development progresses, ensuring that the project specifications are accurately reflected. This helps maintain visibility into the overall project status and progress.

There are no other notable implementation details in this small, straightforward change.

---
*Generated by ClaudeStep • [View workflow run](https://github.com/gestrich/claude-step/actions/runs/20628933958)*"
comment,arcade-cabinet/protocol-silent-night,70,jbdevprimary,False,2025-12-31T19:41:05Z,verify_before_merge,"verify
```bash
pnpm typecheck
```

---
<sub>🤖 Generated","## 🔧 CI Fix Suggestion

**Branch:** sentinel-seeded-random-security-12463160577482274073

### 1. Root cause
The TypeScript build failed because `src/__tests__/unit/SeededRandom.test.ts` contains an unused `@ts-expect-error` directive and a declared but unused variable `_rng`.

### 2. Suggested fix
In `src/__tests__/unit/SeededRandom.test.ts`:
1.  At line 50, remove the `// @ts-expect-error` comment, as the code it suppresses no longer produces a type error.
2.  At line 55, remove the declaration of the unused variable `_rng: const _rng = ...;`.

### 3. Commands to verify
```bash
pnpm typecheck
```

---
<sub>🤖 Generated by Ecosystem Fixer using Ollama GLM 4.6</sub>"
comment,arcade-cabinet/protocol-silent-night,70,jbdevprimary,False,2026-01-02T14:53:19Z,verify_before_merge,"verify
```bash
pnpm typecheck
```

---
<sub>🤖 Generated","## 🔧 CI Fix Suggestion

**Branch:** sentinel-seeded-random-security-12463160577482274073

### Root cause
The type check failed due to two issues: incorrect mocking of a Zustand store in test files (type incompatibility between `UseBoundStore` and Jest's `Mock` type) and a missing required `checksum` property in a test object.

### Suggested fix

**For MessageOverlay.test.tsx:**
```typescript
// Change the mock implementation to properly type the store mock
jest.mock('@/store/gameStore', () => ({
  useGameStore: jest.fn() as unknown as jest.Mock
}));
```

**For security.test.ts (line 50):**
```typescript
// Ensure checksum is always provided
const testData = {
  data: { name: 'John', role: 'user' },
  checksum: 'some-checksum-value' // Add this required property
};
```

### Commands to verify
```bash
pnpm typecheck
```

---
<sub>🤖 Generated by Ecosystem Fixer using Ollama GLM 4.6</sub>"
comment,arcade-cabinet/protocol-silent-night,69,jbdevprimary,False,2026-01-01T21:11:09Z,verify_before_merge,Verify AI,"## 🤖 AI Code Review

### Summary of Changes
- Migrated from Node.js to Python runtime for all GitHub Actions
- Replaced `agentic-control` npm package with `vendor-connectors` Python package
- Added support for Cursor AI agent as an alternative to Google Jules
- Simplified CI resolution to fetch failure logs and delegate to AI agents
- Removed custom agent instruction files and metaprompts
- Streamlined AI curator workflow to use control-center reusable workflow

### Issues Found
🔴 **Critical**: No authentication for `vendor-connectors` package installation
- The action installs `vendor-connectors` from PyPI without pinning a version or verifying integrity
- Could lead to supply chain attacks if package is compromised

🟠 **High**: Missing error handling for AI agent calls
- Both Cursor and Jules API calls lack proper error handling
- Silent failures could mask issues

🟠 **High**: Sensitive data in environment variables
- API keys passed directly to subprocesses without sanitization
- Risk of exposure in logs or error messages

🟡 **Medium**: Inconsistent environment variable naming
- Mix of `JULES_API_KEY` and `GOOGLE_JULES_API_KEY` usage
- Could cause confusion

### Suggestions for "
