mention_uid,repo_name,pr_number,mention_id,user_login,is_bot_like,speaker_role,mention_location,mention_time,timing_phase,mention_order_label,heuristic_function_label,mention_body,llm_primary_label,llm_secondary_label,llm_confidence,llm_contains_multiple_functions,llm_rationale
DaveSkender/Stock.Indicators#1825:issue_comment:3703048400,DaveSkender/Stock.Indicators,1825,3703048400,DaveSkender,False,other_commenter,issue_comment,2025-12-31T23:32:06Z,late,single,Suggestion,"@copilot I'm still seeing some other bad behaviors that were supposed to be fixed in the last PR # with especially missed fixes from [this thread](https://github.com/DaveSkender/Stock.Indicators/pull/1801#issuecomment-3700474291).  Take a look and fix this.

<img width=""725"" height=""545"" alt=""image"" src=""https://github.com/user-attachments/assets/0657bc0c-5856-480b-89e3-d1f2ddca8669"" />",,,,,
Entze/frost#37:review:3621463081,Entze/frost,37,3621463081,Entze,False,reviewer,review,2025-12-31T21:43:10Z,middle,first,Suggestion,"@copilot Your suggestions are too specific and more or less copies of the original files.

Please try again by reading the documentation and summarizing the most important things.

Keep to the specifics of the original issue, for example:

- 3 Lines or less -> TOML based task
- Else -> File based task",,,,,
Entze/frost#37:review_comment:2655920479,Entze/frost,37,2655920479,Entze,False,reviewer,review_comment,2025-12-31T21:52:57Z,middle,middle,Suggestion,@copilot Read the documentation and add examples for the other task properties for TOML tasks.,,,,,
Entze/frost#37:review_comment:2655921135,Entze/frost,37,2655921135,Entze,False,reviewer,review_comment,2025-12-31T21:53:59Z,middle,middle,Suggestion,@copilot Add more complex usage examples. Reference the documentation for examples.,,,,,
Entze/frost#37:review_comment:2655921678,Entze/frost,37,2655921678,Entze,False,reviewer,review_comment,2025-12-31T21:54:50Z,middle,middle,Suggestion,@copilot Explain the other task properties and usage config. Reference the documentation for examples.,,,,,
Entze/frost#37:review_comment:2655922779,Entze/frost,37,2655922779,Entze,False,reviewer,review_comment,2025-12-31T21:56:40Z,middle,middle,Suggestion,@copilot Explain that install: false and cache: false are explictly needed if the dev-dependencies are not needed.,,,,,
Entze/frost#37:review_comment:2655923256,Entze/frost,37,2655923256,Entze,False,reviewer,review_comment,2025-12-31T21:57:22Z,middle,middle,Suggestion,@copilot This is unnecessary for this instructions file.,,,,,
Entze/frost#37:review:3621478300,Entze/frost,37,3621478300,Entze,False,reviewer,review,2025-12-31T22:13:22Z,late,middle,Suggestion,@copilot Finish the PR by adding a RELEASE.txt as prescribed by CHANGELOG.md,,,,,
FishWoWater/Open3DStudio#2:issue_comment:3703684374,FishWoWater/Open3DStudio,2,3703684374,ismaelloveexcel,False,author,issue_comment,2026-01-01T13:18:17Z,middle,last,Suggestion,"@claude review the failed checks and fix
once done- merge the changes and close",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702700055,FreeForCharity/FFC-EX-PAGboosters.org,28,3702700055,clarkemoyer,False,reviewer,issue_comment,2025-12-31T18:46:48Z,early,first,Suggestion,"@copilot here are the two lines for the comedy night fundraiser 

 zeffy-form-link=""https://www.zeffy.com/embed/ticketing/wise-crackers-comedy-charity-night?modal=true""
 
 <script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702726499,FreeForCharity/FFC-EX-PAGboosters.org,28,3702726499,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:03:11Z,early,middle,Suggestion,"@copilot here is the send out girls to states code

zeffy-form-link=""https://www.zeffy.com/embed/donation-form/1bbf7eac-7a56-419e-8aab-7d39111709a7?modal=true""

<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>

Each campaign always has a unique form ID. We need to make sure that we are confirming the exact correct form ID for each campaign. No campaign or button shares a form ID unless it is the exact same campaign. 

Identify all instances where the zephy formulite is not unique and ensure that in the readme documentation each zephy form ID is fully expressed without any shortening or assumptions.",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702731035,FreeForCharity/FFC-EX-PAGboosters.org,28,3702731035,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:05:59Z,early,middle,Suggestion,"@copilot here is the code for the fly away meet fundraiser. 

This is a fundraiser that helps to send a portion of the team to an out-of-state meet. These mates are generally larger and in major cities outside of region 7 and helped to expand State College gymnastics beyond the Region 7 boundaries. This year's meat is in Tampa, Florida. 

zeffy-form-link=""https://www.zeffy.com/embed/ticketing/fly-away-meet-registration?modal=true""

<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702742660,FreeForCharity/FFC-EX-PAGboosters.org,28,3702742660,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:15:49Z,early,middle,Suggestion,"@copilot here is the campaign code for new backpacks for the new gymnasts. When a gymnast starts on team, they have to get brand new backpacks and other gear. This fundraiser helps to reduce the cost of entry for our youngest team members. 

zeffy-form-link=""https://www.zeffy.com/embed/donation-form/backpacks-new-gymnasts?modal=true""

<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702744959,FreeForCharity/FFC-EX-PAGboosters.org,28,3702744959,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:18:08Z,early,middle,Suggestion,"@copilot here is the code for the region 7 Regional meet. This fundraiser helps to fund our most elite girls who have qualified for the rigorous Regional meet. This is the culminating meet of the postseason. 

zeffy-form-link=""https://www.zeffy.com/embed/ticketing/region-7-competition-fees?modal=true""


<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702748352,FreeForCharity/FFC-EX-PAGboosters.org,28,3702748352,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:21:05Z,early,middle,Suggestion,"@copilot here is the code for the general campaign. This is an evergreen campaign that can be funded at any time by any individual. It should be placed in the footer and use the widget. We should also ensure that it is lazy loaded so it does not stop the homepage or any other page using the widget of the footer from quickly loading, but we do want to make sure that the form is available as quickly as possible to the users or that they see a indication that the donation form is loading. 

<div style=""position:relative;overflow:hidden;height:450px;width:100%;""><iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe></div>",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702754479,FreeForCharity/FFC-EX-PAGboosters.org,28,3702754479,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:26:21Z,early,middle,Suggestion,"@copilot for the general campaign we should also put a button at the very top of the page that just says donate and links to the general campaign 

https://www.zeffy.com/en-US/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-142459"" src=""https://github.com/user-attachments/assets/c7175775-4577-4236-9f7f-8029bdacde12"" />",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702756378,FreeForCharity/FFC-EX-PAGboosters.org,28,3702756378,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:28:06Z,early,middle,Suggestion,"@copilot here is the general campaign iframe code again. Make sure it is working in the footer

<iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe>",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702763594,FreeForCharity/FFC-EX-PAGboosters.org,28,3702763594,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:33:29Z,early,middle,Suggestion,"@copilot 
In documentation the general campaign should reference the official campaign name in zeffy (Donate to make a difference for our gymnasts)

Let's update the documentation to identify the official campaign name and then any other verbal uses of it or written uses that differ from the exact campaign name used in the website's public facing marketing.",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702768384,FreeForCharity/FFC-EX-PAGboosters.org,28,3702768384,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:36:52Z,early,middle,Suggestion,"@copilot in terms of donation sequence, first parents complete the annual commitment for the membership. All other fundraisers start after that. This includes anytime donations to the evergreen campaign, as well as non-zeffi items such as 50/50, raffles. The next in sequence is the FlyAway meet, then states, States then regionals. On the schedule page that indicates the season schedule, put a donation button next to each item that correlates to the seasonal schedule.",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702777168,FreeForCharity/FFC-EX-PAGboosters.org,28,3702777168,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:42:52Z,early,middle,Suggestion,"@copilot Fix and understand why you are not properly reading comments. 

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-144210"" src=""https://github.com/user-attachments/assets/a969d737-3acc-4c59-85c5-ba1a94bba41b"" />


Update the documentation to account for how we insure that script and code is not modified when you read it in a comment",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702778467,FreeForCharity/FFC-EX-PAGboosters.org,28,3702778467,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:43:36Z,early,middle,Suggestion,"@copilot `<div style=""position:relative;overflow:hidden;height:450px;width:100%;""><iframe title='Donation form powered by Zeffy' style='position: absolute; border: 0; top:0;left:0;bottom:0;right:0;width:100%;height:100%' src='https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039' allowpaymentrequest allowTransparency=""true""></iframe></div>`

Can you read this?",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702815207,FreeForCharity/FFC-EX-PAGboosters.org,28,3702815207,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:55:24Z,early,middle,Suggestion,@copilot The issue is not about reading code from an image. You were successful reading it from an image. The issue was the user did not put the code into markdown code blocks with a tick surrounding the iframe. Please double check every comment and indicate back exactly what was perceived as code to ensure that everything was operating properly.,,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702823568,FreeForCharity/FFC-EX-PAGboosters.org,28,3702823568,clarkemoyer,False,reviewer,issue_comment,2025-12-31T19:59:14Z,early,middle,Suggestion,"@copilot here is one of the popup modals again but in ticks

`zeffy-form-link=""https://www.zeffy.com/embed/donation-form/1147c71d-852d-4639-a9ac-48dc0c89d039?modal=true""`

`<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>`

Does this change your opinion of the prior comments and whether or not you fully read the code.",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702827119,FreeForCharity/FFC-EX-PAGboosters.org,28,3702827119,clarkemoyer,False,reviewer,issue_comment,2025-12-31T20:00:29Z,early,middle,Suggestion,"@copilot here is an image of exactly what the user sees when copying the code. We need to indicate instructions that ensure less technical users understand what elements do and do not have to be put into a code block 

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-145935"" src=""https://github.com/user-attachments/assets/a48a2b5f-c3e1-47b0-9e27-ecce8e586ee8"" />",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702831047,FreeForCharity/FFC-EX-PAGboosters.org,28,3702831047,clarkemoyer,False,reviewer,issue_comment,2025-12-31T20:03:36Z,early,middle,Suggestion,@copilot where did you get the helper script from?,,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3702902165,FreeForCharity/FFC-EX-PAGboosters.org,28,3702902165,clarkemoyer,False,reviewer,issue_comment,2025-12-31T21:08:22Z,early,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621394802),,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703051902,FreeForCharity/FFC-EX-PAGboosters.org,28,3703051902,clarkemoyer,False,reviewer,issue_comment,2025-12-31T23:36:27Z,middle,middle,Suggestion,"@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621526639)

Let's use Fly Away Meet",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703086924,FreeForCharity/FFC-EX-PAGboosters.org,28,3703086924,clarkemoyer,False,reviewer,issue_comment,2026-01-01T00:16:05Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621543524),,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703097572,FreeForCharity/FFC-EX-PAGboosters.org,28,3703097572,clarkemoyer,False,reviewer,issue_comment,2026-01-01T00:25:51Z,late,middle,Suggestion,"@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621548075)

It's Jan 2026 is the right year",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703106150,FreeForCharity/FFC-EX-PAGboosters.org,28,3703106150,clarkemoyer,False,reviewer,issue_comment,2026-01-01T00:35:41Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621551046),,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703128750,FreeForCharity/FFC-EX-PAGboosters.org,28,3703128750,clarkemoyer,False,reviewer,issue_comment,2026-01-01T01:06:58Z,late,middle,Suggestion,"@copilot ""Integrated 7 active fundraising campaigns with 6 unique form IDs plus 1 intentionally shared form ID (Membership and States campaigns)""  Membership and States are not the same campaign. Membership is the 2025 annual membership. It covers one lump sum payment, 4 equal payments and monthly payments till it is fully paid. 

Code is below here in the comment

`zeffy-form-link=""https://www.zeffy.com/embed/ticketing/pag-parents-inc-usag-team-memberships-2025-annual?modal=true""`

`<script src=""https://zeffy-scripts.s3.ca-central-1.amazonaws.com/embed-form-script.min.js""></script>`

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-195648"" src=""https://github.com/user-attachments/assets/b8def2ba-3b09-4423-adbe-43dd71bd3c5e"" />",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703139523,FreeForCharity/FFC-EX-PAGboosters.org,28,3703139523,clarkemoyer,False,reviewer,issue_comment,2026-01-01T01:21:59Z,late,middle,Suggestion,"@copilot study all donations content and documents. Confirm exactly how many campaigns there are and ensure that each campaign is featured on the website properly and in the proper context for each campaign. 

Let's remove these thermometer trackers from each of these areas. We no longer need the thermometer tracker at all anywhere on the website as it didn't have the correct context.

<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-202039"" src=""https://github.com/user-attachments/assets/4007beba-2f89-4307-9dcd-a90e93bf9cb1"" />",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703154118,FreeForCharity/FFC-EX-PAGboosters.org,28,3703154118,clarkemoyer,False,reviewer,issue_comment,2026-01-01T01:45:56Z,late,middle,Suggestion,"@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621566139)

Naming for campaigns does not need to be consistent with the website it just needs to match the real name in Zeffy so they can cross correlate. 

Here is the actual campaigns Names with capitalization 
<img width=""1008"" height=""2244"" alt=""Screenshot_20251231-204341"" src=""https://github.com/user-attachments/assets/86e83b05-e976-4357-85d7-fd4391d7c8fd"" />",,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703184328,FreeForCharity/FFC-EX-PAGboosters.org,28,3703184328,clarkemoyer,False,reviewer,issue_comment,2026-01-01T02:31:26Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621577027),,,,,
FreeForCharity/FFC-EX-PAGboosters.org#28:issue_comment:3703188894,FreeForCharity/FFC-EX-PAGboosters.org,28,3703188894,clarkemoyer,False,reviewer,issue_comment,2026-01-01T02:42:04Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/FreeForCharity/FFC-EX-PAGboosters.org/pull/28#pullrequestreview-3621580291),,,,,
GregorGullwi/FlashCpp#338:issue_comment:3702934606,GregorGullwi/FlashCpp,338,3702934606,GregorGullwi,False,reviewer,issue_comment,2025-12-31T21:40:09Z,middle,first,Suggestion,@copilot  continue to look at lambda issues,,,,,
GregorGullwi/FlashCpp#338:issue_comment:3702974795,GregorGullwi/FlashCpp,338,3702974795,GregorGullwi,False,reviewer,issue_comment,2025-12-31T22:24:41Z,late,middle,Suggestion,@copilot  continue to look at the segfault,,,,,
Hack23/blacktrigram#1056:issue_comment:3702852616,Hack23/blacktrigram,1056,3702852616,pethers,False,reviewer,issue_comment,2025-12-31T20:22:25Z,early,first,Suggestion,@copilot proceed run lint and unit test and improve,,,,,
Hack23/blacktrigram#1056:issue_comment:3702907985,Hack23/blacktrigram,1056,3702907985,pethers,False,reviewer,issue_comment,2025-12-31T21:11:08Z,middle,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621438767),,,,,
Hack23/blacktrigram#1056:issue_comment:3702934458,Hack23/blacktrigram,1056,3702934458,pethers,False,reviewer,issue_comment,2025-12-31T21:39:58Z,middle,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621457247),,,,,
Hack23/blacktrigram#1056:issue_comment:3702958567,Hack23/blacktrigram,1056,3702958567,pethers,False,reviewer,issue_comment,2025-12-31T22:05:37Z,middle,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621471760),,,,,
Hack23/blacktrigram#1056:issue_comment:3702996201,Hack23/blacktrigram,1056,3702996201,pethers,False,reviewer,issue_comment,2025-12-31T22:54:54Z,late,middle,Suggestion,"@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621484259) also investigate player animations arms legs/head, face skeleton . look strange",,,,,
Hack23/blacktrigram#1056:issue_comment:3703053516,Hack23/blacktrigram,1056,3703053516,pethers,False,reviewer,issue_comment,2025-12-31T23:38:45Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/blacktrigram/pull/1056#pullrequestreview-3621527946),,,,,
Hack23/cia#8153:issue_comment:3698041175,Hack23/cia,8153,3698041175,pethers,False,other_commenter,issue_comment,2025-12-30T01:58:36Z,early,first,Suggestion,"@copilot do not use python, check existing workflows patterns and actions used

 steps:
      - name: Checkout repository
        uses: actions/checkout@v4
      
      - name: Set up Python
        uses: actions/setup-python@v5
        with:
          python-version: '3.11'
          cache: 'pip'
      
      - name: Run field completeness validation
        id: validation
        run: |
          cd json-export-specs
          python validate-field-completeness.py --verbose
        continue-on-error: true",,,,,
Hack23/cia#8153:issue_comment:3698107304,Hack23/cia,8153,3698107304,pethers,False,other_commenter,issue_comment,2025-12-30T02:21:29Z,early,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3617136166),,,,,
Hack23/cia#8153:issue_comment:3698153668,Hack23/cia,8153,3698153668,pethers,False,other_commenter,issue_comment,2025-12-30T02:49:26Z,early,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3617157395),,,,,
Hack23/cia#8153:issue_comment:3702206053,Hack23/cia,8153,3702206053,pethers,False,other_commenter,issue_comment,2025-12-31T13:23:18Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3620831958),,,,,
Hack23/cia#8153:issue_comment:3702280094,Hack23/cia,8153,3702280094,pethers,False,other_commenter,issue_comment,2025-12-31T14:13:33Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3620920607),,,,,
Hack23/cia#8153:issue_comment:3702483423,Hack23/cia,8153,3702483423,pethers,False,other_commenter,issue_comment,2025-12-31T16:36:19Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621056955),,,,,
Hack23/cia#8153:issue_comment:3702579988,Hack23/cia,8153,3702579988,pethers,False,other_commenter,issue_comment,2025-12-31T17:40:07Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621220468),,,,,
Hack23/cia#8153:issue_comment:3702699965,Hack23/cia,8153,3702699965,pethers,False,other_commenter,issue_comment,2025-12-31T18:46:44Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621283085),,,,,
Hack23/cia#8153:issue_comment:3702754595,Hack23/cia,8153,3702754595,pethers,False,other_commenter,issue_comment,2025-12-31T19:26:28Z,late,middle,Suggestion,"@copilot Analyse how to modify the  JSON Schema to adjust to real sample data , sample data is the reality the other was projections done before all data was completed and need to be adjusted",,,,,
Hack23/cia#8153:issue_comment:3702903562,Hack23/cia,8153,3702903562,pethers,False,other_commenter,issue_comment,2025-12-31T21:09:34Z,late,middle,Suggestion,@copilot 1,,,,,
Hack23/cia#8153:issue_comment:3702927368,Hack23/cia,8153,3702927368,pethers,False,other_commenter,issue_comment,2025-12-31T21:31:52Z,late,middle,Suggestion,"@copilot Run chmod +x json-export-specs/validate-field-completeness.sh
================================================================================
 CIA JSON Export Schema - Field Completeness Validation Report
================================================================================

This validation checks that sample CSV files contain the required fields
to support JSON export schemas defined in BUSINESS_PRODUCT_DOCUMENT.md

✅ Schema: politician-schema.md
   Primary CSV: view_riksdagen_politician_sample.csv
   Status: Found (2078 rows, 65 columns)
   Required Fields: 21
   Missing Fields: 0
   Completeness: 100%

✅ Schema: party-schema.md
   Primary CSV: view_riksdagen_party_sample.csv
   Status: Found (12 rows, 17 columns)
   Required Fields: 6
   Missing Fields: 0
   Completeness: 100%

✅ Schema: committee-schema.md
   Primary CSV: view_riksdagen_committee_sample.csv
   Status: Found (28 rows, 19 columns)
   Required Fields: 7
   Missing Fields: 0
   Completeness: 100%

✅ Schema: ministry-schema.md
   Primary CSV: view_riksdagen_goverment_sample.csv
   Status: Found (20 rows, 13 columns)
   Required Fields: 8
   Missing Fields: 0
   Completeness: 100%

✅ Schema: intelligence-schema.md
   Primary CSV: table_rule_violation_sample.csv
   Status: Found (2244 rows, 10 columns)
   Required Fields: 9
   Missing Fields: 0
   Completeness: 100%

Error: Process completed with exit code 1.
0s
0s
Run echo ""❌ Field completeness validation failed!""
❌ Field completeness validation failed!

Some JSON export schemas have missing required fields.
Review the validation report for details.

Common causes:
1. New required fields added to schemas but not present in CSV files
2. CSV column names changed in database views
3. Sample CSV files not re-extracted after schema changes

To fix:
1. Download FIELD_COMPLETENESS_REPORT.md from workflow artifacts (see Actions tab → this workflow run → Artifacts section)
2. Update database views or extraction queries based on report
3. Re-extract sample CSV files
4. Re-run validation: bash json-export-specs/validate-field-completeness.sh
Error: Process completed with exit code 1.",,,,,
Hack23/cia#8153:issue_comment:3702944621,Hack23/cia,8153,3702944621,pethers,False,other_commenter,issue_comment,2025-12-31T21:50:36Z,late,middle,Suggestion,"@copilot Re-run triggered now
@petherspethers
 2ec4617
copilot/validate-sample-data-completeness
Status
Failure
Total duration
21s
Artifacts
–


Validate Sample Data Field Completeness summary
🛡 Network Activity Monitored by StepSecurity Harden-Runner
Network calls made by the runner during this job run. These were automatically monitored and logged in real-time by StepSecurity Harden-Runner.

Process	Destination	Port	Status	Timestamp
git-remote-http	Logo github.com	443	✅ Allowed	Dec 31 2025 21:50:04
📊 Additional Actions

View all outbound calls correlated to each job step →
View baseline from previous job runs →
Configure Harden Runner in block mode →
Job summary generated at run-time
Annotations
2 errors and 1 warning
Validate Sample Data Field Completeness
Process completed with exit code 1.
Validate Sample Data Field Completeness
Process completed with exit code 1.
Validate Sample Data Field Completeness
No files were found with the provided path: json-export-specs/FIELD_COMPLETENESS_REPORT.md. No artifacts will be uploaded.",,,,,
Hack23/cia#8153:issue_comment:3702965388,Hack23/cia,8153,3702965388,pethers,False,other_commenter,issue_comment,2025-12-31T22:12:34Z,late,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621477032),,,,,
Hexagon/hemulator#214:issue_comment:3702990881,Hexagon/hemulator,214,3702990881,Hexagon,False,other_commenter,issue_comment,2025-12-31T22:47:40Z,early,middle,Suggestion,@copilot apply changes based on the comments in [this thread](https://github.com/Hexagon/hemulator/pull/214#pullrequestreview-3621457302),,,,,
Hexagon/hemulator#214:issue_comment:3704239304,Hexagon/hemulator,214,3704239304,Hexagon,False,other_commenter,issue_comment,2026-01-01T23:45:39Z,middle,middle,Suggestion,@copilot Refresh this PR to work with the recent egui  migration and other decent chanes,,,,,
Hexagon/hemulator#214:issue_comment:3704246699,Hexagon/hemulator,214,3704246699,Hexagon,False,other_commenter,issue_comment,2026-01-01T23:58:19Z,middle,middle,Suggestion,"@copilot Figure out a gui for configuration of needed. Think if it should be configured, per project or globally.",,,,,
Hexagon/hemulator#214:issue_comment:3704260296,Hexagon/hemulator,214,3704260296,Hexagon,False,other_commenter,issue_comment,2026-01-02T00:16:54Z,middle,middle,Suggestion,@copilot Investigate when and how changes are stored to global config or project config.,,,,,
Hexagon/hemulator#214:issue_comment:3704275587,Hexagon/hemulator,214,3704275587,Hexagon,False,other_commenter,issue_comment,2026-01-02T00:38:09Z,middle,middle,Suggestion,@copilot check format clippy and lint,,,,,
Hexagon/hemulator#214:issue_comment:3704278589,Hexagon/hemulator,214,3704278589,Hexagon,False,other_commenter,issue_comment,2026-01-02T00:43:07Z,middle,middle,Suggestion,@copilot check format and clippy,,,,,
HungLo2020/MattMC#334:issue_comment:3702934231,HungLo2020/MattMC,334,3702934231,HungLo2020,False,other_commenter,issue_comment,2025-12-31T21:39:41Z,early,first,Suggestion,@copilot considering my project has the mods and minecraft compiling in the same source set into the same jar and the mods directly target correctly named minecraft mappings can tiny remapper be removed as a dependency? if so i would like to come up with a plan to do that,,,,,
HungLo2020/MattMC#334:issue_comment:3702938526,HungLo2020/MattMC,334,3702938526,HungLo2020,False,other_commenter,issue_comment,2025-12-31T21:43:37Z,early,middle,Suggestion,@copilot good work. i want you to implement this and completely remove tiny remapper. afterwards verify the game runs by running gradlew runclient,,,,,
HungLo2020/MattMC#334:issue_comment:3702950390,HungLo2020/MattMC,334,3702950390,HungLo2020,False,other_commenter,issue_comment,2025-12-31T21:56:43Z,middle,middle,Suggestion,"@copilot alright now i want you to explore what class-tweaker is, what it is used for, and explain it to me here. if it can be removed i want you to come up with a plan to remove it and explain that to me here. do not remove it yet",,,,,
HungLo2020/MattMC#334:issue_comment:3702955297,HungLo2020/MattMC,334,3702955297,HungLo2020,False,other_commenter,issue_comment,2025-12-31T22:01:52Z,middle,middle,Suggestion,@copilot are these access wideners actually being used though? im pretty sure the classes and methods modified in the accesswideners have been made directly into the minecraft source code. i need you to verify that and if so come up with a plan to remove it,,,,,
HungLo2020/MattMC#334:issue_comment:3702963725,HungLo2020/MattMC,334,3702963725,HungLo2020,False,other_commenter,issue_comment,2025-12-31T22:10:49Z,middle,middle,Suggestion,"@copilot good work, i want you to implement this and completely remove class-tweaker and access-widener and then verify the project works by running gradlew runclient",,,,,
