mention_uid,repo_name,pr_number,invocation_user_login,invocation_speaker_role,invocation_timing_phase,invocation_body,has_next_human_comment,has_next_bot_comment,latency_to_next_human_comment_hours,n_human_followups_captured,merged,invocation_before_merge,time_to_merge_after_invocation_hours,pr_title,next_human_1_user_login,next_human_1_body,next_human_2_user_login,next_human_2_body,next_human_3_user_login,next_human_3_body,manual_uptake_label,manual_uptake_secondary,manual_uptake_notes
fmidue/modelling-tasks#521:issue_comment:3702694769,fmidue/modelling-tasks,521,jvoigtlaender,other_commenter,early,"@copilot: For the drawCommands field, document by a renaming that they are given in order of preference. Rename the config argument of generateNetGoal to netGoalConfig. Reconsider the argument order of validateDrawableNetGoal. In findNetGoalWithSolutions, bind the “sortBy (comparing fst) . concat” to a local name, along with a type signature as concrete as possible given the context of usage. For the “null xs” check around there, give me a detailed analysis (in your reply comment) whether or not it checks the same as it did before this pull request (given that the computation of xs was changed).",True,True,1.351,3,True,True,16.918,"Refactor: Consolidate validation and drawability checking, optimize transformations and shuffle choices of same distance, improve naming and argument ordering",jvoigtlaender,"@copilot: The build of the testsuite failed. Also, drawCommands should be renamed to drawCommandsPreference everywhere, also in Deadlock.",jvoigtlaender,@copilot: Rename drawCommandsPreference to drawPreferenceOrder throughout.,jvoigtlaender,"@copilot: Now after groupSortByDistance before applying msum to each inner list, I want each such inner list shuffleM‘ed. But that should happen lazily: make sure that the computation for shuffling the second inner list only happens in case its result is needed due to the yet further out msum not finding an answer from the shuffled first inner list. The shuffling aspect should also be mentioned in the PR title.",,,
fmidue/modelling-tasks#521:issue_comment:3702445262,fmidue/modelling-tasks,521,jvoigtlaender,other_commenter,early,"@copilot: Make three commits: 1. In both `Deadlock.Reach` and `Reach.Reach`, move the `shouldDiscardSolutions` guard into `prepareSolutionsListWithDrawCommand` (renaming that helper function yet again appropriately). 2. Then, instead of `map (findDrawableNetGoal . snd)`, do only `map snd`, but propagate the `findDrawableNetGoal` directly to the second component of `return (d, (n, z', allShortestSolutions))`. 3. Finally, inline the call of `findDrawableNetGoal` there.",True,True,0.665,3,True,True,19.535,"Refactor: Consolidate validation and drawability checking, optimize transformations and shuffle choices of same distance, improve naming and argument ordering",jvoigtlaender,@copilot: Make sure no code line is longer than 175. Compute the isNoFiltering value inside checkNetGoalWithDrawCommand instead of passing it to that function. Rename the checkNetGoalWithDrawCommand function based on a comprehensive consideration of what it now does.,jvoigtlaender,"@copilot: Inline isNoFiltering. The function containing it, rename it to something expressing „validation of drawability“ rather than „validation of a draw command“, and additionally expressing that solutions are validated for the filter criteria and then prepared for output. (But don’t make the name all too long.)",jvoigtlaender,"@copilot: For the drawCommands field, document by a renaming that they are given in order of preference. Rename the config argument of generateNetGoal to netGoalConfig. Reconsider the argument order of validateDrawableNetGoal. In findNetGoalWithSolutions, bind the “sortBy (comparing fst) . concat” to a local name, along with a type signature as concrete as possible given the context of usage. For the “null xs” check around there, give me a detailed analysis (in your reply comment) whether or not it checks the same as it did before this pull request (given that the computation of xs was changed).",,,
demaconsulting/DotnetToolWrapper#28:issue_comment:3702947644,demaconsulting/DotnetToolWrapper,28,Malcolmnixon,other_commenter,early,@copilot Can you investigate and fix the issue with this?,False,True,,0,True,True,17.539,Bump the nuget-dependencies group with 4 updates,,,,,,,,,
springfall2008/batpred#3153:issue_comment:3703024876,springfall2008/batpred,3153,WhatIsThisAllAboutSilly,other_commenter,early,"@copilot This also affects users who use the octopus integration, not just those who use the predbat direct API. Does this fix apply to all sources of rates?",True,True,10.705,2,True,True,11.194,Fix rate_replicate poisoning negative minutes with zeros,springfall2008,"> @copilot This also affects users who use the octopus integration, not just those who use the predbat direct API. > > Does this fix apply to all sources of rates? Yes it does",WhatIsThisAllAboutSilly,"Great - updated to 8.31.7, will report back ASAP",,,,,
Stage4000/420th#1:issue_comment:3703158912,Stage4000/420th,1,Stage4000,other_commenter,early,"@copilot on admin.php change the 'User Management' title card to something like 'Settings'. Make the manage roles modal scroll bar look better instead of just default, might as well do it to all scroll bars. Make navbar collapse on mobile and make tables work better on mobile.",True,True,0.142,3,True,True,188.979,"Implement PHP Steam OAuth whitelist panel with role management, aliases, installer, dark mode, automatic role linking, enhanced UX, optimized database schema, responsive design, and flexible whitelist ban system",Stage4000,@copilot I am getting the following error when trying to add or remove a role from a user: users.php:539 Error toggling role: Error: Server returned an error at users.php:507:27 No resource with given URL found,Stage4000,"@copilot ""Configure role aliases and automatic role linking"" should be white text. When the role select modal is closed refresh the page so role badges update. On the dashboard remove ""Panel Administrator Access: You have administrative privileges to manage users and roles."" and the button to access the admin panel since it is now in nav. On the dashboard user card, center text in the card and add the user's avatar above the text. On the dashboard whitelist status add a message that the user may need to reconnect to the game in order for the whitelist changes to take effect. Only show this note when the user is already whitelisted.",Stage4000,@copilot saving aliases doesn't work anymore.,,,
fmidue/modelling-tasks#521:issue_comment:3702523947,fmidue/modelling-tasks,521,jvoigtlaender,other_commenter,early,"@copilot: Inline isNoFiltering. The function containing it, rename it to something expressing „validation of drawability“ rather than „validation of a draw command“, and additionally expressing that solutions are validated for the filter criteria and then prepared for output. (But don’t make the name all too long.)",True,True,1.666,3,True,True,18.584,"Refactor: Consolidate validation and drawability checking, optimize transformations and shuffle choices of same distance, improve naming and argument ordering",jvoigtlaender,"@copilot: For the drawCommands field, document by a renaming that they are given in order of preference. Rename the config argument of generateNetGoal to netGoalConfig. Reconsider the argument order of validateDrawableNetGoal. In findNetGoalWithSolutions, bind the “sortBy (comparing fst) . concat” to a local name, along with a type signature as concrete as possible given the context of usage. For the “null xs” check around there, give me a detailed analysis (in your reply comment) whether or not it checks the same as it did before this pull request (given that the computation of xs was changed).",jvoigtlaender,"@copilot: The build of the testsuite failed. Also, drawCommands should be renamed to drawCommandsPreference everywhere, also in Deadlock.",jvoigtlaender,@copilot: Rename drawCommandsPreference to drawPreferenceOrder throughout.,,,
daisytuner/sdfglib#423:issue_comment:3703230916,daisytuner/sdfglib,423,lukastruemper,other_commenter,early,@copilot Debug the test failures,True,True,0.816,3,True,True,249.776,Add ConvNode compatible with ONNX Conv operator with n-dimensional expansion and custom validation,lukastruemper,@copilot Build with debug build type and check the unit tests again. Validation of nodes is only enabled in debug type,lukastruemper,@copilot Extend the tensor node to account for optional inputs. Optional inputs should only be validated if they are actually present,lukastruemper,@copilot revert the last changes on extending the validation. Simply overwrite the validation for the conv node into a fully custom validation.,,,
Stage4000/420th#1:issue_comment:3703192396,Stage4000/420th,1,Stage4000,other_commenter,early,@copilot lets make the navbar more uniform on the admin panels. I like the dashboard layout so work on copying that layout to the admin pages.,True,True,16.401,3,True,True,188.086,"Implement PHP Steam OAuth whitelist panel with role management, aliases, installer, dark mode, automatic role linking, enhanced UX, optimized database schema, responsive design, and flexible whitelist ban system",Stage4000,"@copilot amazing work yesterday. Now we need to make whitelist bans, this means that people with the ALL flag enabled should be able to view the user list BUT should not be able to manage roles and instead can simply issue whitelist bans to users without the ALL flag, when a user is whitelist banned they are to be removed from S3 and CAS roles and blocked from using the 'Whitelist Me' button until the ban expires (unless the ban is indefinite, in which case they will never be allowed to use the button).",Stage4000,"@copilot I got this error: <html> <body> <!--StartFragment--> AH01071: Got error 'PHP message: PHP Fatal error: Uncaught PDOException: SQLSTATE[42S02]: Base table or view not found: 1146 Table 's9_armatest.whitelist_bans' doesn't exist in /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php:39\nStack trace:\n#0 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php(39): PDO->prepare()\n#1 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/ban_manager.php(171): Database->query()\n#2 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/ban_manager.php(108): BanManager->expireOldBans()\n#3 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/dashboard.php(22): BanManager->isUserBanned()\n#4 {main}\n thrown in /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php on line 39', referer: https://steamcommunity.com/ -- <!--EndFragment--> </body> </html>AH01071: Got error 'PHP message: PHP Fatal error: Uncaught PDOException: SQLSTATE[42S02]: Base table or view not found: 1146 Table 's9_armatest.whitelist_bans' doesn't exist in [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41):39\nStack trace:\n#0 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(39): PDO->prepare()\n#1 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/ban_manager.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=ban_manager.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(171): Database->query()\n#2 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/ban_manager.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=ban_manager.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(108): BanManager->expireOldBans()\n#3 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/dashboard.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=dashboard.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(22): BanManager->isUserBanned()\n#4 {main}\n thrown in [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41) on line 39', referer: https://steamcommunity.com/",Stage4000,"@copilot after migration it now has this error: <html> <body> <!--StartFragment--> AH01071: Got error 'PHP message: PHP Fatal error: Uncaught PDOException: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'wb.banned_by_user_id' in 'ON' in /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php:39\nStack trace:\n#0 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php(39): PDO->prepare()\n#1 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php(50): Database->query()\n#2 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/ban_manager.php(111): Database->fetchOne()\n#3 /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/dashboard.php(22): BanManager->isUserBanned()\n#4 {main}\n thrown in /var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php on line 39', referer: https://admin.sitecritter.com/ -- <!--EndFragment--> </body> </html>AH01071: Got error 'PHP message: PHP Fatal error: Uncaught PDOException: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'wb.banned_by_user_id' in 'ON' in [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41):39\nStack trace:\n#0 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(39): PDO->prepare()\n#1 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(50): Database->query()\n#2 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/ban_manager.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=ban_manager.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(111): Database->fetchOne()\n#3 [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/dashboard.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=dashboard.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41)(22): BanManager->isUserBanned()\n#4 {main}\n thrown in [/var/www/vhosts/clever-lovelace.15-204-245-112.plesk.page/httpdocs/db.php](https://admin.sitecritter.com/smb/file-manager/code-editor?currentDir=%2Fhttpdocs&subscriptionId=41&file=db.php&redirect=%2Fsmb%2Flog-file%2Fbrowser%2Fid%2F41) on line 39', referer: https://admin.sitecritter.com/",,,
ArtemFilin1990/Baza#56:issue_comment:3703007480,ArtemFilin1990/Baza,56,ArtemFilin1990,other_commenter,early,@copilot Back to pull request #56 провалено исправь,True,True,0.322,1,True,True,1.068,"Merge branches, resolve conflicts, fill all 117 placeholder articles with technical content",ArtemFilin1990,@copilot Да,,,,,,,
LachlanBWWright/PangeaRSEdit#63:issue_comment:3702937535,LachlanBWWright/PangeaRSEdit,63,LachlanBWWright,other_commenter,early,@copilot Continue making lint fixes. Start another 50 minute period,True,True,1.009,3,True,True,80.565,[WIP] Fix all lint issues without using type assertions,LachlanBWWright,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",LachlanBWWright,"@copilot Continue making lint fixes, including for the test files. Also run the test suite to avoid regressions. Start yet another 50 minute period",LachlanBWWright,"@copilot continue fixing the issues as per my previous instructions. do not add node_modules to commits, you should be adding the folders to gitignore. Start a new session and take a new timestamp",,,
curtcox/Viewer#658:issue_comment:3702973042,curtcox/Viewer,658,curtcox,other_commenter,early,@copilot Continue working on the issue.,True,True,0.265,3,True,True,6.103,"Implement gateway direct responses, source tracking, template resolution, and meta page enhancements",curtcox,@copilot Continue working on the issue.,curtcox,@copilot Continue working on the issue.,curtcox,"@copilot Continue working on the issue. Write a separate markdown plan file in the todo folder if you think the remaining complexity warrants it. Otherwise, complete the issue.",,,
Stage4000/420th#1:issue_comment:3703058845,Stage4000/420th,1,Stage4000,other_commenter,early,@copilot one final thing. We need to simplify the whitelist database for optimization purposes. We need the users steam ID and their roles to be in the same table instead of running 2 queries to relate them. We can keep the roles table but I think the best solution is to make each role a column in the users table with a Boolean. Make sure to have an updater script to restructure database from the old schema.,True,True,1.745,3,True,True,191.15,"Implement PHP Steam OAuth whitelist panel with role management, aliases, installer, dark mode, automatic role linking, enhanced UX, optimized database schema, responsive design, and flexible whitelist ban system",Stage4000,"@copilot my apologies about the last issue, that was my own fault. One thing though is that the users list is still on the main admin dashboard page. Lets remove that now since we have the separate user management page. Lets also move the entry point for user management page to the nav bar as 'users'.",Stage4000,"@copilot the role linking stopped working with the new user management page. All staff roles still need the 'ALL' role. Role aliases also seem to not be working in the user management page. The role management modal also closes when adding or removing roles, lets make it so the modal stays open regardless of changes made within it.",Stage4000,"@copilot on admin.php change the 'User Management' title card to something like 'Settings'. Make the manage roles modal scroll bar look better instead of just default, might as well do it to all scroll bars. Make navbar collapse on mobile and make tables work better on mobile.",,,
RobGibbens/CardGames#184:issue_comment:3702736640,RobGibbens/CardGames,184,RobGibbens,other_commenter,early,"@copilot When I try to play the game, I press the Start Game button, and the phase displayed changes to ""CollectingAntes"", but then nothing happens. For Kings and Lows, it should automatically collect the antes and then deal the first hand.",True,True,1.528,3,True,True,121.42,Implement Kings and Lows - Complete end-to-end integration with full UI gameplay,RobGibbens,"@copilot The ""Drop or Stay?"" overlay is a modal over the entire screen, hiding the player's cards. The user experience of the drop or stay should exactly match the ""DrawOverlay"" experience. It should be the same size, in the same position, and show the player their current hand and hand description. This overlay should have ""Drop"" and ""Stay"" buttons that make the style of the Discard button on the DrawOverlay.",RobGibbens,"@copilot The hand evaluator for Kings and Lows is not correct. It is not taking into account that all Kings and whatever is the lowest value card (and all cards of the same value in the same hand) are wild for that player. Aces can be either high or low, depending on whatever makes the best hand. I had a hand of Two-Four-Four-Queen-King, and it evaluated to ""a pair of fours"", but it should have been ""four of a kind (fours)"" because the two (low) and the King were both wild.",RobGibbens,"@copilot Currently, if there are two players, and they both stay (don't drop), and then they discard cards and get new cards, after the second player gets their cards, nothing happens. There should be a showdown and a winner declared for that hand, the pot goes to the winner, the loser matches the previous pot, and then a new hand is dealt.",,,
Hexagon/hemulator#214:issue_comment:3702990881,Hexagon/hemulator,214,Hexagon,other_commenter,early,@copilot apply changes based on the comments in [this thread](https://github.com/Hexagon/hemulator/pull/214#pullrequestreview-3621457302),True,True,24.966,3,True,True,41.145,"Add gamepad/joystick support with reusable controller profiles, GUI configuration, and automatic persistence",Hexagon,@copilot Refresh this PR to work with the recent egui migration and other decent chanes,Hexagon,"@copilot Figure out a gui for configuration of needed. Think if it should be configured, per project or globally.",Hexagon,@copilot Investigate when and how changes are stored to global config or project config.,,,
Alan-Jowett/CoPilot-For-Consensus#665:issue_comment:3702938715,Alan-Jowett/CoPilot-For-Consensus,665,Alan-Jowett,other_commenter,late,@copilot there were some changes made in main. Please review those and see if they affect this PR,False,True,,0,True,True,1.284,security: Remove list permission from Key Vault access policies,,,,,,,,,
githubnext/gh-aw#8355:issue_comment:3702943097,githubnext/gh-aw,8355,pelikhan,other_commenter,late,@copilot make sure to call setupGlobals in inlined script,False,False,,0,True,True,0.117,"Refactor ""Generate workflow overview"" step to separate .cjs module",,,,,,,,,
Hack23/cia#8153:issue_comment:3702206053,Hack23/cia,8153,pethers,other_commenter,late,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3620831958),True,True,0.838,3,True,True,9.564,Validate sample data field completeness for JSON export schemas and create v1.0 reality-based schemas,pethers,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3620920607),pethers,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621056955),pethers,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621220468),,,
Alan-Jowett/CoPilot-For-Consensus#657:issue_comment:3702868830,Alan-Jowett/CoPilot-For-Consensus,657,Alan-Jowett,other_commenter,late,@copilot there were some changes made in main. Please review those and see if they affect this PR,True,True,1.239,2,True,True,2.356,Manage/rotate Grafana admin credentials across Azure and docker-compose,Alan-Jowett,@copilot address and reply to each comment with what you fixed.,Alan-Jowett,@copilot address and reply to each comment with what you fixed.,,,,,
Xenthio/UITest#30:issue_comment:3703183002,Xenthio/UITest,30,Xenthio,other_commenter,late,"@copilot still cant see checkbox tick character, somet""hing is being done differently...",True,True,0.303,3,True,True,0.875,Align Sandbox.UI with s&box implementation,Xenthio,"@copilot [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked",Xenthio,"@copilot I have no idea what changed, but now i can see the check, but it's slightly in the wrong spot.",Xenthio,"@copilot You'e done alot this sessions, probably learnt a lot, do you want to add anything to the github/copilot-instructions.md for future agent sessions so they dont have to learn things again you have the hard way?",,,
fritz-net/AoE2-Civbuilder#189:issue_comment:3702972213,fritz-net/AoE2-Civbuilder,189,m-s-work,other_commenter,late,@copilot complete the pending tasks,True,True,0.239,2,True,True,15.251,Integrate custom UU designer in /build and /draft UI with validation dashboard,m-s-work,@copilot create new follow up issue. if u do not have possibility to do so give me a codeblock with MD/storytext to copy into a new issue,m-s-work,"@copilot compare with other tests (code) and fix it ``` 1) [chromium] › __tests__/e2e/modCreation.spec.ts:149:46 › Combine Page - Multi-Civ Mod Creation › should create combined mod and navigate to success page TimeoutError: page.waitForURL: Timeout 15000ms exceeded. =========================== logs =========================== waiting for navigation until ""load"" ============================================================ 163 | // Wait for navigation to success page 164 | // C++ backend must be running for this test to pass > 165 | await page.waitForURL(/.*\/download-success/, { timeout: 15000 }); | ^ 166 | 167 | // Verify we're on the success page 168 | await expect(page.getByText(/Mod Created Successfully/i)).toBeVisible(); at /home/runner/work/AoE2-Civbuilder/AoE2-Civbuilder/__tests__/e2e/modCreation.spec.ts:165:16 attachment #1: screenshot (image/png) ────────────────────────────────────────────────────────── test-results/modCreation-Combine-Page---9f0d4-nd-navigate-to-success-page-chromium/test-failed-1.png ──────────────────────────────────────────────────────────────────────────────────────────────── Error Context: test-results/modCreation-Combine-Page---9f0d4-nd-navigate-to-success-page-chromium/error-context.md 1 failed [chromium] › __tests__/e2e/modCreation.spec.ts:149:46 › Combine Page - Multi-Civ Mod Creation › should create combined mod and navigate to success page ```",,,,,
Xenthio/UITest#30:issue_comment:3703077359,Xenthio/UITest,30,Xenthio,other_commenter,late,"@copilot yes! i believe that helped! There's still extra gaps that aren't in normal s&box, but this did reduce them, perhaps theres some other thing with measuretext that we need to fix?",True,True,0.279,3,True,True,3.246,Align Sandbox.UI with s&box implementation,Xenthio,@copilot now some labels are just barely small to fit all their text (measure text too small?) it looks like the text wrap/clip from layout is getting in the way? how did that measure text if that didnt have access to the renderer's measure text?,Xenthio,"@copilot the issue is still the same, last words in labels are being cut off by the textwrap, how does that measure text?",Xenthio,@copilot Wonderful! Let's fix some misc issues: 1. Lambda Click in RefOnClickDemo doesn't work. 2. ComboBoxes haven't been implemented from XGUI-3 yet. 3. Check in checkbox and circles in radiobuttons don't render. 4. Checkbox box doesn't render with border radius when it should. 5. SetTheme needs implementation on Window.cs,,,
Hack23/cia#8153:issue_comment:3702483423,Hack23/cia,8153,pethers,other_commenter,late,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621056955),True,True,1.063,3,True,True,6.347,Validate sample data field completeness for JSON export schemas and create v1.0 reality-based schemas,pethers,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621220468),pethers,@copilot apply changes based on the comments in [this thread](https://github.com/Hack23/cia/pull/8153#pullrequestreview-3621283085),pethers,"@copilot Analyse how to modify the JSON Schema to adjust to real sample data , sample data is the reality the other was projections done before all data was completed and need to be adjusted",,,
lorenzogm/opticasuarez#331:issue_comment:3703027062,lorenzogm/opticasuarez,331,lorenzogm,other_commenter,late,@copilot Try again FELIZ AÑO @juanpeich,True,True,0.831,1,True,True,18.371,Add OrtoK to services dropdown in header,lorenzogm,@copilot try again,,,,,,,
ivviiviivvi/.github#148:issue_comment:3703231678,ivviiviivvi/.github,148,4444J99,other_commenter,late,@copilot review conversation & suggestions & insure full implementation; insure fixes implemented all merge conflicts;,False,True,,0,True,True,1.567,Add secret scanning configuration and documentation,,,,,,,,,
Xenthio/UITest#30:issue_comment:3703180743,Xenthio/UITest,30,Xenthio,other_commenter,late,@copilot Please fix the build errors,True,True,0.08,3,True,True,0.955,Align Sandbox.UI with s&box implementation,Xenthio,"@copilot still cant see checkbox tick character, somet""hing is being done differently...",Xenthio,"@copilot [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked [CHECKLABEL] text='a' font=Webdings size=22 color=(1.00,1.00,1.00,1.00) opacity=1.00 [CHECKLABEL] rect=Rect(12, 34, 3, 13) parent=checkpanel checkbox=checkbox checked",Xenthio,"@copilot I have no idea what changed, but now i can see the check, but it's slightly in the wrong spot.",,,
daisytuner/sdfglib#423:issue_comment:3709508009,daisytuner/sdfglib,423,lukastruemper,other_commenter,middle,@copilot revert the last changes on extending the validation. Simply overwrite the validation for the conv node into a fully custom validation.,False,True,,0,True,True,148.704,Add ConvNode compatible with ONNX Conv operator with n-dimensional expansion and custom validation,,,,,,,,,
andersaamodt/wizardry#771:issue_comment:3703035544,andersaamodt/wizardry,771,andersaamodt,other_commenter,middle,"@copilot Self-execute guard should be an imp if possible. And generate-glosses is generating glosses for all wizardry spells and imps, right? And using alias to create hyphenated aliases?",True,True,0.337,2,True,True,0.936,Fix word-of-binding function extraction and improve castable imp,andersaamodt,@copilot Maybe we can improve castable so it works better in imps? We want max semantic brevity but if it doesnt work as well the case is ok,andersaamodt,"@copilot Oh I see, they are bootstrap imps? Then they shouldnt use other spells or imps, right? Nevermind on castable",,,,,
Hexagon/hemulator#214:issue_comment:3704275587,Hexagon/hemulator,214,Hexagon,other_commenter,middle,@copilot check format clippy and lint,True,True,0.083,1,True,True,15.304,"Add gamepad/joystick support with reusable controller profiles, GUI configuration, and automatic persistence",Hexagon,@copilot check format and clippy,,,,,,,
