repo_name,pr_number,review_id,user_login,submitted_at,state,body,contains_ai_reference
odoo/documentation,15777,3621209966,Felicious,2025-12-31T19:32:54Z,APPROVED,"Good work, @theRealThagomizer ! This is definitely an improvement from the original version, and I like how you broke this up into multiple docs. The sections and structure makes a lot of sense, and portal user readers will be able to navigate through the document well to perform various actions! 

While I'm approving this now, I didn't give merge permissions yet because there are some possible unclosed threads, and I'd like your help taking a look! I've unresolved some comments from Lara's review and put in my 2 cents! For the reopened threads, could you respond accordingly and leave either Lara or I to resolve them? After all comment threads are resolved, I'll merge!",False
odoo/documentation,15777,3621364521,Felicious,2025-12-31T19:50:20Z,COMMENTED,,False
odoo/documentation,15777,3621393671,theRealThagomizer,2025-12-31T20:13:46Z,COMMENTED,,False
odoo/documentation,15777,3621394185,theRealThagomizer,2025-12-31T20:14:28Z,COMMENTED,,False
odoo/documentation,15777,3621398612,theRealThagomizer,2025-12-31T20:20:08Z,COMMENTED,,False
odoo/documentation,15777,3621399203,theRealThagomizer,2025-12-31T20:21:04Z,COMMENTED,,False
odoo/documentation,15777,3621435318,theRealThagomizer,2025-12-31T21:01:47Z,COMMENTED,,False
odoo/documentation,15777,3621479635,Felicious,2025-12-31T22:16:26Z,COMMENTED,,False
odoo/documentation,15777,3621479764,Felicious,2025-12-31T22:16:44Z,COMMENTED,,False
odoo/documentation,15777,3621481483,Felicious,2025-12-31T22:20:43Z,COMMENTED,,False
odoo/documentation,15777,3621488864,larm-odoo,2025-12-31T22:38:26Z,COMMENTED,,False
odoo/documentation,15777,3621490288,larm-odoo,2025-12-31T22:41:55Z,COMMENTED,,False
odoo/documentation,15777,3621494612,larm-odoo,2025-12-31T22:51:12Z,COMMENTED,,False
odoo/documentation,15777,3621535583,theRealThagomizer,2025-12-31T23:44:34Z,COMMENTED,,False
odoo/documentation,15777,3621535977,theRealThagomizer,2025-12-31T23:45:58Z,COMMENTED,,False
odoo/documentation,15777,3621536110,theRealThagomizer,2025-12-31T23:46:28Z,COMMENTED,,False
odoo/documentation,15777,3621536305,theRealThagomizer,2025-12-31T23:47:06Z,COMMENTED,,False
odoo/documentation,15777,3621539142,theRealThagomizer,2025-12-31T23:56:21Z,COMMENTED,,False
microsoft/winget-pkgs,321733,3621586327,stephengillie,2026-01-01T03:10:19Z,APPROVED,,False
leonism/astro-batavia,6,3621540023,gemini-code-assist[bot],2025-12-31T23:59:40Z,COMMENTED,"## Code Review

This pull request successfully prevents page scrolling when the mobile navigation is open, updates the overlay styling, and bumps dependencies. The implementation is good, but I have a couple of suggestions for improvement. A new dependency seems more appropriate for `devDependencies`. Additionally, the CSS method for preventing scroll could be made more robust to avoid layout shifts and ensure cross-browser compatibility, particularly on iOS. I've left specific comments on these points. Lastly, consider renaming the `CHANGELOG` file back to `CHANGELOG.md` to ensure it renders correctly as Markdown.",False
ProgMEM-CC/miniblox.impact.client.updatedv2,94,3621313428,6x68,2025-12-31T19:08:22Z,CHANGES_REQUESTED,💀,False
ProgMEM-CC/miniblox.impact.client.updatedv2,94,3621539015,TheM1ddleM1n,2025-12-31T23:55:48Z,COMMENTED,,False
ProgMEM-CC/miniblox.impact.client.updatedv2,94,3621596180,dtkiller-jp,2026-01-01T04:00:56Z,COMMENTED,,False
ProgMEM-CC/miniblox.impact.client.updatedv2,94,3621851849,TheM1ddleM1n,2026-01-01T13:04:15Z,COMMENTED,i think its good to be merged not gonna lie.,False
ProgMEM-CC/miniblox.impact.client.updatedv2,94,3621852851,TheM1ddleM1n,2026-01-01T13:06:18Z,COMMENTED,,False
ProgMEM-CC/miniblox.impact.client.updatedv2,94,3621912395,6x68,2026-01-01T15:15:27Z,APPROVED,other than the hardcoded API key 💀,False
microsoft/winget-pkgs,319359,3621544183,stephengillie,2026-01-01T00:11:19Z,APPROVED,,False
NassarAlshabi1/marina-hotel-wit-app,288,3621539897,gemini-code-assist[bot],2025-12-31T23:59:11Z,COMMENTED,"## Code Review

This pull request introduces significant enhancements to the sync functionality, including a much-improved UI for the sync button, centralized data sanitization for Appwrite payloads, and more robust sync process with metrics and error handling. The addition of comprehensive tests for conflict resolution is also a great step towards improving reliability. The code is well-structured, and the extraction of constants into a dedicated file is a good practice for maintainability.

My review includes a few suggestions to further improve security and code quality. I've pointed out a potential security risk in the data sanitization logic, recommended refactoring a large UI widget for better maintainability, and suggested improving error logging.",False
NassarAlshabi1/marina-hotel-wit-app,288,3621540926,qodo-code-review[bot],2026-01-01T00:02:23Z,COMMENTED,,False
NassarAlshabi1/marina-hotel-wit-app,288,3621542361,qodo-code-review[bot],2026-01-01T00:05:57Z,COMMENTED,,False
PalisadoesFoundation/talawa-admin,5914,3615282406,coderabbitai[bot],2025-12-29T08:02:36Z,CHANGES_REQUESTED,"**Actionable comments posted: 8**

<details>
<summary>📜 Review details</summary>

**Configuration used**: Path: .coderabbit.yaml

**Review profile**: ASSERTIVE

**Plan**: Pro

<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 5c09e56d7e3ec845a3ee60f3c3bce073ab065f54 and d7e84ad943734f46dba479305e72273ba687706d.

</details>

<details>
<summary>⛔ Files ignored due to path filters (1)</summary>

* `docs/docs/docs/getting-started/installation.md` is excluded by `!**/docs/docs/**`

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `.github/workflows/scripts/check_python_deps.py`
* `.husky/pre-commit`

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🧠 Learnings (5)</summary>

<details>
<summary>📓 Common learnings</summary>

```
Learnt from: krikera
Repo: PalisadoesFoundation/talawa-admin PR: 0
File: :0-0
Timestamp: 2025-12-17T12:09:04.055Z
Learning: In PalisadoesFoundation/talawa-admin, the PR workflow gates tests behind “All Pre-Testing Checks Pass,” which depends on the “Generate and Validate Documentation” job. If auto-generated files under docs/docs/auto-docs differ from what’s committed, the docs job fails and all test shards are skipped. Fix: run pnpm run generate-docs and commit all changes in docs/docs/auto-docs.
```

```
Learnt from: chauhan-varun
Repo: PalisadoesFoundation/talawa-admin PR: 0
File: :0-0
Timestamp: 2025-12-28T17:28:56.191Z
Learning: In PR #5887 (talawa-admin), contributor chauhan-varun initially proposed reverting keyPrefix support from translation checker. After comprehensive review flagged that 78+ components use keyPrefix and would fail CI, the contributor pivoted mid-PR to instead enhance the checker with full keyPrefix support (both useTranslation detection and comment directives). This demonstrated excellent responsiveness to technical feedback and resulted in a superior solution that fixed the checker rather than requiring codebase-wide refactoring.
```

```
Learnt from: palisadoes
Repo: PalisadoesFoundation/talawa-admin PR: 4550
File: .github/workflows/pull-request.yml:377-382
Timestamp: 2025-10-29T04:36:50.503Z
Learning: In the talawa-admin repository's .github/workflows/pull-request.yml, the Check-AutoDocs job is intentionally added as a dependency of Test-Application to create a sequential chain (Code-Quality-Checks → Check-AutoDocs → Test-Application), ensuring documentation validation must complete before tests run. This design is approved and should not be flagged as a CI latency concern.
```

</details>
<details>
<summary>📚 Learning: 2025-12-14T15:20:54.248Z</summary>

```
Learnt from: singhaditya73
Repo: PalisadoesFoundation/talawa-admin PR: 0
File: :0-0
Timestamp: 2025-12-14T15:20:54.248Z
Learning: In PalisadoesFoundation/talawa-admin, the main CI pipeline (.github/workflows/pull-request.yml) includes 17+ jobs: Code-Quality-Checks, Check-AutoDocs, Check-Sensitive-Files, Test-Application (12 shards), Merge-Coverage, Start-App-Without-Docker, Start-App-Using-Docker, Test-Docusaurus-Deployment, Check-Target-Branch, Python-Compliance, ZAP-Security-Scan, and various disable-comment checks (eslint, coverage, it.skip). Test-Application runs tests in parallel across 12 shards; each shard must pass independently. Pre-commit hooks enforce: docs generation, formatting, linting, typecheck, TOC updates, knip checks, and mock cleanup.
```

**Applied to files:**
- `.husky/pre-commit`

</details>
<details>
<summary>📚 Learning: 2025-12-28T11:54:30.455Z</summary>

```
Learnt from: chauhan-varun
Repo: PalisadoesFoundation/talawa-admin PR: 0
File: :0-0
Timestamp: 2025-12-28T11:54:30.455Z
Learning: Talawa Admin CI: If “Checks if sensitive files have been changed without authorization” fails (e.g., .github/workflows/scripts/*), CodeRabbit must request changes and cannot approve until a maintainer authorizes or the change is split/reverted.
```

**Applied to files:**
- `.husky/pre-commit`

</details>
<details>
<summary>📚 Learning: 2025-12-17T12:09:04.055Z</summary>

```
Learnt from: krikera
Repo: PalisadoesFoundation/talawa-admin PR: 0
File: :0-0
Timestamp: 2025-12-17T12:09:04.055Z
Learning: In PalisadoesFoundation/talawa-admin, the PR workflow gates tests behind “All Pre-Testing Checks Pass,” which depends on the “Generate and Validate Documentation” job. If auto-generated files under docs/docs/auto-docs differ from what’s committed, the docs job fails and all test shards are skipped. Fix: run pnpm run generate-docs and commit all changes in docs/docs/auto-docs.
```

**Applied to files:**
- `.husky/pre-commit`

</details>
<details>
<summary>📚 Learning: 2025-12-24T12:34:59.979Z</summary>

```
Learnt from: abhishekblue
Repo: PalisadoesFoundation/talawa-admin PR: 0
File: :0-0
Timestamp: 2025-12-24T12:34:59.979Z
Learning: In PalisadoesFoundation/talawa-admin, committing a stray file whose name begins with a conventional commit prefix (e.g., ""fix: ..."") can break the Code Quality (ESLint) job because the workflow passes CHANGED_FILES directly to ESLint. The token ""fix:"" is interpreted as a glob pattern and causes ESLint to exit with an error (“No files matching the pattern 'fix:'”). Ensure no stray files with such names exist at repo root; remove them to unblock CI.
```

**Applied to files:**
- `.husky/pre-commit`

</details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms. You can increase the timeout in your CodeRabbit configuration to a maximum of 15 minutes (900000ms). (2)</summary>

* GitHub Check: Performs linting, formatting, type-checking, unused file detection, checking for different source...
* GitHub Check: Analyse Code With CodeQL (javascript)

</details>

<details>
<summary>🔇 Additional comments (3)</summary><blockquote>

<details>
<summary>.husky/pre-commit (3)</summary><blockquote>

`18-19`: **Verify Python binary name across contributor environments.**

The default value `python` may not exist on many systems (especially macOS and Linux distributions that only provide `python3`). This could cause the checks to be silently skipped even when Python 3 is available.



Consider defaulting to `python3` for broader compatibility, or provide fallback logic:

<details>
<summary>🔎 Proposed fix with fallback logic</summary>

```diff
-# FIND Python binary based on environment
-PYTHON_BIN=${PYTHON_BIN:-python}
+# FIND Python binary based on environment
+if command -v python3 >/dev/null 2>&1; then
+  PYTHON_BIN=${PYTHON_BIN:-python3}
+elif command -v python >/dev/null 2>&1; then
+  PYTHON_BIN=${PYTHON_BIN:-python}
+else
+  PYTHON_BIN=""""
+fi
```
</details>

---

`47-49`: **Clarify intended behavior when Python is unavailable.**

The pre-commit hook continues silently when Python is not found, only printing a warning. This means contributors without Python will bypass all the newly added CI parity checks, defeating the purpose of catching issues locally.



Should the commit be blocked if Python is unavailable? If yes, add `exit 1` after the warning. If no (allowing commits without Python), consider making the message more explicit:

```diff
 else
-  echo ""Python binary could not be found""
+  echo ""WARNING: Python not found - skipping Python-based CI checks""
+  echo ""These checks will run in CI. Install Python 3 to validate locally.""
 fi
```

---

`24-25`: [Rewritten review comment]
[Classification tag]

</blockquote></details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",False
PalisadoesFoundation/talawa-admin,5914,3615290864,adityai0,2025-12-29T08:08:47Z,COMMENTED,,False
PalisadoesFoundation/talawa-admin,5914,3615292268,coderabbitai[bot],2025-12-29T08:09:48Z,COMMENTED,,False
PalisadoesFoundation/talawa-admin,5914,3615292731,adityai0,2025-12-29T08:10:09Z,COMMENTED,,False
PalisadoesFoundation/talawa-admin,5914,3615293431,coderabbitai[bot],2025-12-29T08:10:37Z,COMMENTED,,False
PalisadoesFoundation/talawa-admin,5914,3615301582,coderabbitai[bot],2025-12-29T08:16:31Z,DISMISSED,,False
