repo_name,pr_number,review_id,user_login,submitted_at,state,body,contains_ai_reference
ai-dynamo/dynamo,5123,3621538675,coderabbitai[bot],2025-12-31T23:54:28Z,COMMENTED,"**Actionable comments posted: 0**

> [!CAUTION]
> Some comments are outside the diff and can’t be posted inline due to platform limitations.
> 
> 
> 
> <details>
> <summary>⚠️ Outside diff range comments (1)</summary><blockquote>
> 
> <details>
> <summary>components/src/dynamo/sglang/request_handlers/llm/decode_handler.py (1)</summary><blockquote>
> 
> `122-132`: **Fix formatting to pass CI.**
> 
> The pipeline failure indicates Black formatting failed on lines 119-141. Run `pre-commit run --all-files` locally to fix the formatting issues before merging.
> 
> The trace header propagation logic itself is correct—`_get_trace_header` is called conditionally based on `enable_trace`, and the result is passed to `engine.async_generate` via `external_trace_header`.
> 
> </blockquote></details>
> 
> </blockquote></details>

<details>
<summary>🧹 Nitpick comments (4)</summary><blockquote>

<details>
<summary>deploy/observability/opentelemetry.yaml (1)</summary><blockquote>

`18-22`: **Consider adding a logging exporter for debugging.**

For development and troubleshooting, adding a logging exporter alongside the OTLP exporter can provide visibility into trace data flowing through the collector.



<details>
<summary>🔎 Optional: Add logging exporter configuration</summary>

Add a logging exporter to the exporters section:

```diff
 exporters:
   otlp:
     endpoint: jaeger:4317
     tls:
       insecure: true
+  logging:
+    loglevel: info
```

Then include it in the traces pipeline exporters:

```diff
 service:
   extensions: [health_check]
   pipelines:
     traces:
       receivers: [otlp]
       processors: [batch]
-      exporters: [otlp]
+      exporters: [otlp, logging]
```

</details>

</blockquote></details>
<details>
<summary>deploy/docker-observability.yml (2)</summary><blockquote>

`83-94`: **Pin the Jaeger image version instead of using `:latest`.**

Using the `:latest` tag can lead to unexpected breaking changes when the image is updated. Pin to a specific version for reproducible deployments.



<details>
<summary>🔎 Suggested fix: Pin Jaeger version</summary>

```diff
-    image: jaegertracing/all-in-one:latest
+    image: jaegertracing/all-in-one:1.63
```

Check the [Jaeger releases](https://www.jaegertracing.io/download/) for the latest stable version.

</details>

**The rest of the Jaeger configuration looks good**: the OTLP collector is properly enabled via environment variable, and port 16686 is correctly exposed for the UI and Query API.

---

`96-110`: **Pin the OTEL Collector image version instead of using `:latest`.**

Similar to Jaeger, using `:latest` for the OpenTelemetry Collector can introduce unexpected changes. Pin to a specific version.



<details>
<summary>🔎 Suggested fix: Pin OTEL Collector version</summary>

```diff
-    image: otel/opentelemetry-collector:latest
+    image: otel/opentelemetry-collector:0.117.0
```

Check the [OpenTelemetry Collector releases](https://github.com/open-telemetry/opentelemetry-collector/releases) for the latest stable version.

</details>

**The rest of the OTEL Collector configuration looks correct**: the config file is properly mounted, ports align with the opentelemetry.yaml configuration, and the service dependency on Jaeger ensures proper startup order.

</blockquote></details>
<details>
<summary>lib/runtime/src/logging.rs (1)</summary><blockquote>

`379-422`: **LGTM!**

The TCP header span creation function correctly mirrors the NATS version (`make_handle_payload_span`) with appropriate type differences (`HashMap<String, String>` vs `async_nats::HeaderMap`). The span parent propagation logic is correct.



Consider consolidating the span creation logic between `make_handle_payload_span` and `make_handle_payload_span_from_tcp_headers` in a future refactor, as they share significant structural similarity. A generic approach or shared helper could reduce duplication.

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used**: Path: .coderabbit.yaml

**Review profile**: CHILL

**Plan**: Pro

<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 0b33c1dfa0c1c88b4c728e600aa62a1be594b0c6 and 734843b2a9da05ff75741ff2d4d3dbc534ac0fbc.

</details>

<details>
<summary>📒 Files selected for processing (14)</summary>

* `components/src/dynamo/common/utils/prometheus.py`
* `components/src/dynamo/sglang/publisher.py`
* `components/src/dynamo/sglang/request_handlers/handler_base.py`
* `components/src/dynamo/sglang/request_handlers/llm/decode_handler.py`
* `components/src/dynamo/sglang/request_handlers/llm/prefill_handler.py`
* `deploy/docker-observability.yml`
* `deploy/observability/jaeger-datasource.yml`
* `deploy/observability/opentelemetry.yaml`
* `deploy/observability/tempo-datasource.yml`
* `deploy/observability/tempo.yaml`
* `lib/runtime/src/logging.rs`
* `lib/runtime/src/pipeline/network/codec.rs`
* `lib/runtime/src/pipeline/network/egress/tcp_client.rs`
* `lib/runtime/src/pipeline/network/ingress/shared_tcp_endpoint.rs`

</details>

<details>
<summary>💤 Files with no reviewable changes (2)</summary>

* deploy/observability/tempo.yaml
* deploy/observability/tempo-datasource.yml

</details>

<details>
<summary>🧰 Additional context used</summary>

<details>
<summary>🧠 Learnings (2)</summary>

<details>
<summary>📚 Learning: 2025-09-11T03:24:47.820Z</summary>

```
Learnt from: kthui
Repo: ai-dynamo/dynamo PR: 3004
File: lib/runtime/src/pipeline/network/ingress/push_handler.rs:271-277
Timestamp: 2025-09-11T03:24:47.820Z
Learning: In lib/runtime/src/pipeline/network/ingress/push_handler.rs, the maintainer prefers to keep the existing error comparison logic using format!(""{:?}"", err) == STREAM_ERR_MSG unchanged until proper error types are implemented, even though it has technical debt. Avoid suggesting changes to working legacy code that will be refactored later.
```

**Applied to files:**
- `lib/runtime/src/pipeline/network/ingress/shared_tcp_endpoint.rs`
- `lib/runtime/src/pipeline/network/egress/tcp_client.rs`
- `lib/runtime/src/pipeline/network/codec.rs`

</details>
<details>
<summary>📚 Learning: 2025-09-19T07:32:44.210Z</summary>

```
Learnt from: ishandhanani
Repo: ai-dynamo/dynamo PR: 0
File: :0-0
Timestamp: 2025-09-19T07:32:44.210Z
Learning: The skip_tokenizer_init=True path in SGLang backend bypasses tokenization but has array slicing overhead in _process_token_stream that creates O(n) memory copying on every stream chunk, potentially causing quadratic behavior for long sequences.
```

**Applied to files:**
- `components/src/dynamo/sglang/request_handlers/llm/decode_handler.py`

</details>

</details><details>
<summary>🧬 Code graph analysis (5)</summary>

<details>
<summary>lib/runtime/src/pipeline/network/ingress/shared_tcp_endpoint.rs (1)</summary><blockquote>

<details>
<summary>lib/runtime/src/logging.rs (1)</summary>

* `make_handle_payload_span_from_tcp_headers` (380-422)

</details>

</blockquote></details>
<details>
<summary>lib/runtime/src/pipeline/network/egress/tcp_client.rs (1)</summary><blockquote>

<details>
<summary>lib/runtime/src/pipeline/network/codec.rs (1)</summary>

* `with_headers` (46-56)

</details>

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/request_handlers/llm/prefill_handler.py (1)</summary><blockquote>

<details>
<summary>components/src/dynamo/sglang/request_handlers/handler_base.py (1)</summary>

* `_get_trace_header` (143-156)

</details>

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/request_handlers/handler_base.py (1)</summary><blockquote>

<details>
<summary>lib/bindings/python/src/dynamo/_core.pyi (3)</summary>

* `Context` (275-360)
* `trace_id` (333-340)
* `span_id` (343-350)

</details>

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/request_handlers/llm/decode_handler.py (1)</summary><blockquote>

<details>
<summary>components/src/dynamo/sglang/request_handlers/handler_base.py (1)</summary>

* `_get_trace_header` (143-156)

</details>

</blockquote></details>

</details><details>
<summary>🪛 GitHub Actions: Pre Merge Validation of (ai-dynamo/dynamo/refs/pull/5123/merge) by ishandhanani.</summary>

<details>
<summary>components/src/dynamo/sglang/request_handlers/llm/decode_handler.py</summary>

[error] 119-141: Black formatting failed. The pre-commit hook reformatted one or more lines in this file; commit the changes or run 'pre-commit run --all-files' locally to ensure code style compliance.

</details>

</details>

</details>

<details>
<summary>⏰ Context from checks skipped due to timeout of 90000ms. You can increase the timeout in your CodeRabbit configuration to a maximum of 15 minutes (900000ms). (9)</summary>

* GitHub Check: trtllm (arm64)
* GitHub Check: trtllm (amd64)
* GitHub Check: sglang (amd64)
* GitHub Check: sglang (arm64)
* GitHub Check: vllm (arm64)
* GitHub Check: Build and Test - dynamo
* GitHub Check: clippy (lib/bindings/python)
* GitHub Check: clippy (.)
* GitHub Check: clippy (launch/dynamo-run)

</details>

<details>
<summary>🔇 Additional comments (27)</summary><blockquote>

<details>
<summary>components/src/dynamo/common/utils/prometheus.py (2)</summary><blockquote>

`120-124`: **LGTM! Clear documentation of lazy import rationale.**

The docstring addition effectively explains why the lazy import is necessary for multiprocess metrics collection. This helps future maintainers understand the initialization ordering requirement.

---

`144-145`: **LGTM! Lazy import correctly defers prometheus_client initialization.**

Moving the `generate_latest` import inside the function ensures it's loaded after `PROMETHEUS_MULTIPROC_DIR` is set by SGLang's engine initialization. Python's module caching means this won't impact performance on repeated calls.

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/publisher.py (4)</summary><blockquote>

`7-7`: **LGTM! Correct use of TYPE_CHECKING for type hints.**

Using `TYPE_CHECKING` to conditionally import `CollectorRegistry` only for type annotations is the proper pattern. This preserves type safety while avoiding runtime imports that would trigger premature prometheus_client initialization.




Also applies to: 14-16

---

`229-229`: **LGTM! Forward reference annotation is correct.**

The string annotation `""CollectorRegistry""` is necessary when the type is only imported under `TYPE_CHECKING`. This allows type checkers to resolve the annotation without requiring the import at runtime.

---

`237-241`: **LGTM! Comprehensive documentation of initialization order requirement.**

The docstring clearly explains the critical dependency on `set_prometheus_multiproc_dir()` being called before importing prometheus_client, and the consequences of violating this order (broken TokenizerMetricsCollector metrics).

---

`249-250`: **LGTM! Lazy import correctly defers multiprocess setup.**

Moving the imports inside the function ensures `CollectorRegistry` and `multiprocess.MultiProcessCollector` are initialized after the SGLang engine sets `PROMETHEUS_MULTIPROC_DIR`, enabling proper multiprocess metrics aggregation.

</blockquote></details>
<details>
<summary>deploy/observability/jaeger-datasource.yml (1)</summary><blockquote>

`1-13`: **LGTM! Jaeger datasource configuration is correct.**

The datasource configuration properly references the Jaeger service at the correct port (16686) for the Jaeger Query API. The configuration follows Grafana provisioning standards and will integrate correctly with the docker-compose setup.

</blockquote></details>
<details>
<summary>deploy/observability/opentelemetry.yaml (3)</summary><blockquote>

`7-13`: **LGTM! OTLP receiver configuration is correct.**

The receivers are properly configured to accept OTLP traces on standard ports (4317 for gRPC, 4318 for HTTP) and match the exposed ports in the docker-compose configuration.

---

`18-22`: **LGTM! OTLP exporter configuration is correct.**

The exporter properly targets the Jaeger service on port 4317 with insecure TLS, which is appropriate for the internal Docker network and aligns with Jaeger's OTLP collector configuration.

---

`27-33`: **LGTM! Service pipeline is well-configured.**

The traces pipeline correctly chains the OTLP receiver through batch processing to the OTLP exporter, and includes health_check extension for monitoring.

</blockquote></details>
<details>
<summary>deploy/docker-observability.yml (1)</summary><blockquote>

`112-146`: **LGTM! Grafana service updates are correct.**

The modifications properly integrate Jaeger as the tracing datasource:
- The jaeger-datasource.yml is correctly mounted in the provisioning directory (Line 124)
- Service dependencies updated to include jaeger instead of tempo (Line 146)  
- Comments accurately reflect the new architecture with Jaeger UI as the tracing frontend (Lines 112-113)

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/request_handlers/llm/decode_handler.py (1)</summary><blockquote>

`142-150`: **LGTM!**

The aggregated path trace header handling is consistent with the disaggregated path implementation. The conditional gating on `enable_trace` ensures trace headers are only generated when tracing is enabled.

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/request_handlers/handler_base.py (1)</summary><blockquote>

`143-156`: **LGTM! Clean W3C Trace Context implementation.**

The `_get_trace_header` method correctly constructs a W3C traceparent header in the format `00-{trace_id}-{span_id}-01`. The implementation properly handles missing trace context by returning `None`.

Note: This assumes `context.trace_id` is a 32-character hex string and `context.span_id` is a 16-character hex string per W3C Trace Context spec. The flags value `01` indicates the trace is sampled.

</blockquote></details>
<details>
<summary>components/src/dynamo/sglang/request_handlers/llm/prefill_handler.py (1)</summary><blockquote>

`116-127`: **LGTM!**

The prefill handler trace propagation is consistent with the decode handler implementation. The conditional generation of trace headers based on `enable_trace` and passing via `external_trace_header` aligns with the broader refactor.

</blockquote></details>
<details>
<summary>lib/runtime/src/logging.rs (3)</summary><blockquote>

`281-298`: **LGTM!**

The HTTP request span creation now correctly extracts OTEL context from headers and sets it as the parent span. This enables proper distributed trace propagation for HTTP requests.

---

`301-334`: **LGTM!**

The HTTP header extractor correctly implements the OpenTelemetry `Extractor` trait and validates the extracted context. The early return pattern for missing/empty traceparent is defensive and appropriate.

---

`424-465`: **LGTM!**

The TCP header OTEL context extraction follows the same pattern as the existing NATS header extraction. The implementation is consistent and correctly handles the W3C Trace Context propagation.

</blockquote></details>
<details>
<summary>lib/runtime/src/pipeline/network/egress/tcp_client.rs (1)</summary><blockquote>

`327-329`: **LGTM!**

The switch to `TcpRequestMessage::with_headers` correctly enables trace header propagation through TCP requests. The `headers.clone()` is necessary since the headers are borrowed, and the overhead is acceptable for the tracing benefit on this path.

</blockquote></details>
<details>
<summary>lib/runtime/src/pipeline/network/ingress/shared_tcp_endpoint.rs (3)</summary><blockquote>

`269-276`: **LGTM!**

The header reading logic correctly reads the 2-byte headers length followed by the headers data. This matches the wire format defined in the codec.

---

`305-312`: **LGTM!**

The buffer reconstruction correctly includes all message components in the proper order matching the codec wire format: `path_len | path | headers_len | headers | payload_len | payload`.

---

`377-389`: **LGTM!**

The span creation from TCP headers is correctly placed before payload handling and properly instrumented. This enables distributed trace propagation for incoming TCP requests, maintaining trace continuity across the system.

</blockquote></details>
<details>
<summary>lib/runtime/src/pipeline/network/codec.rs (6)</summary><blockquote>

`37-56`: **LGTM!**

The constructors are well-designed. The `new()` constructor maintains backward compatibility by initializing an empty headers map, while `with_headers()` provides the new functionality for trace propagation.

---

`70-108`: **LGTM!**

The encoding logic correctly serializes headers as JSON with proper size validation. The buffer capacity calculation accounts for all message components including the new headers field.

---

`149-175`: **LGTM!**

The decode logic correctly reads and parses the headers field with proper bounds checking and error handling. The pattern is consistent with the existing endpoint_path parsing.

---

`241-321`: **LGTM!**

The codec decoder correctly handles the new wire format with proper offset calculations and partial message handling. The peek-before-consume pattern is maintained for efficient streaming.

---

`338-399`: **LGTM!**

The codec encoder correctly mirrors the direct `encode()` method with proper JSON serialization, size validation, and buffer writing for the headers field.

---

`21-35`: **Wire format change is a breaking change requiring coordinated deployment.**

The addition of `headers_len` and `headers` fields between `endpoint_path` and `payload_len` changes the TCP wire protocol. Older clients and servers will fail to interoperate with newer versions—old servers will misinterpret the `headers_len` field as the start of payload data, and new servers will expect a headers section that old clients won't provide. Ensure simultaneous updates across all TCP clients and servers in the deployment.

</blockquote></details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",True
bberardi/finance-calculator,27,3614931256,copilot-pull-request-reviewer[bot],2025-12-29T02:07:47Z,COMMENTED,"## Pull request overview

This PR adds an interactive line chart visualization that displays financial position over time, showing individual and aggregate loan balances, investment values, and net position. The implementation includes a new React component with MUI X Charts, helper functions for data generation, comprehensive tests, and integration into the main body component.

**Key Changes:**
- New `FinancialVisualization` component with custom checkbox legend for toggling series visibility
- Data processing helpers to generate monthly data points over a 30-year horizon
- Comprehensive test suite with 9 test cases covering date ranges, loan/investment calculations, and edge cases

### Reviewed changes

Copilot reviewed 5 out of 6 changed files in this pull request and generated 9 comments.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| src/visualization/financial-visualization.tsx | New React component rendering line chart with MUI X Charts, custom legend controls, and empty state handling |
| src/helpers/visualization-helpers.ts | Data generation logic calculating loan balances and investment values at monthly intervals over time |
| src/helpers/visualization-helpers.test.ts | Test suite covering date calculations, data point generation, and boundary conditions |
| src/Body.tsx | Integration of visualization component above loan/investment tables |
| package.json | Version bump to 0.4.0 and addition of @mui/x-charts dependency |
| package-lock.json | Dependency tree updates for @mui/x-charts and related d3 libraries |
</details>




",True
bberardi/finance-calculator,27,3620163331,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163333,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163336,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163337,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163338,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163339,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163341,copilot-swe-agent[bot],2025-12-31T03:33:17Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163347,copilot-swe-agent[bot],2025-12-31T03:33:18Z,COMMENTED,,False
bberardi/finance-calculator,27,3620163348,copilot-swe-agent[bot],2025-12-31T03:33:18Z,COMMENTED,,False
bberardi/finance-calculator,27,3620208507,copilot-pull-request-reviewer[bot],2025-12-31T04:03:00Z,COMMENTED,"## Pull request overview

Copilot reviewed 5 out of 6 changed files in this pull request and generated 3 comments.



",True
bberardi/finance-calculator,27,3620221346,copilot-swe-agent[bot],2025-12-31T04:21:14Z,COMMENTED,,False
bberardi/finance-calculator,27,3620221351,copilot-swe-agent[bot],2025-12-31T04:21:15Z,COMMENTED,,False
bberardi/finance-calculator,27,3620221352,copilot-swe-agent[bot],2025-12-31T04:21:15Z,COMMENTED,,False
bberardi/finance-calculator,27,3620233663,copilot-pull-request-reviewer[bot],2025-12-31T04:33:35Z,COMMENTED,"## Pull request overview

Copilot reviewed 5 out of 6 changed files in this pull request and generated no new comments.



",True
bberardi/finance-calculator,27,3620264606,bberardi,2025-12-31T05:15:28Z,COMMENTED,,False
bberardi/finance-calculator,27,3620276269,copilot-swe-agent[bot],2025-12-31T05:29:03Z,COMMENTED,,False
bberardi/finance-calculator,27,3620280110,bberardi,2025-12-31T05:32:07Z,COMMENTED,,False
bberardi/finance-calculator,27,3620283105,copilot-swe-agent[bot],2025-12-31T05:35:11Z,COMMENTED,,False
bberardi/finance-calculator,27,3621131774,copilot-pull-request-reviewer[bot],2025-12-31T16:34:59Z,COMMENTED,"## Pull request overview

Copilot reviewed 6 out of 7 changed files in this pull request and generated 2 comments.



",True
bberardi/finance-calculator,27,3621166901,copilot-pull-request-reviewer[bot],2025-12-31T16:59:14Z,COMMENTED,"## Pull request overview

Copilot reviewed 6 out of 7 changed files in this pull request and generated 2 comments.



",True
bberardi/finance-calculator,27,3622134539,copilot-pull-request-reviewer[bot],2026-01-02T02:00:57Z,COMMENTED,"## Pull request overview

Copilot reviewed 6 out of 7 changed files in this pull request and generated 2 comments.



",True
bberardi/finance-calculator,27,3622135216,bberardi,2026-01-02T02:02:55Z,COMMENTED,,False
bberardi/finance-calculator,27,3622136795,copilot-swe-agent[bot],2026-01-02T02:06:46Z,COMMENTED,,False
rwalker123/draco,676,3621444118,copilot-pull-request-reviewer[bot],2025-12-31T21:10:43Z,COMMENTED,"## Pull request overview

This PR implements comprehensive golf league functionality to support golf-specific features alongside the existing baseball functionality. The changes introduce account type differentiation, enabling golf leagues to manage courses, tees, flights, teams, rosters, matches, scores, handicaps, standings, and statistics.

**Key Changes:**
- Added `AccountTypeGuard` component to restrict routes based on account type (golf vs baseball)
- Implemented complete golf league management system with 12 new services and associated API routes
- Created responsive `GolfMenu` component with season-aware navigation
- Added golf-specific UI pages for courses, teams, flights, seasons, and league setup
- Integrated golf functionality into existing admin and navigation structures

### Reviewed changes

Copilot reviewed 152 out of 224 changed files in this pull request and generated 2 comments.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `GolfMenu.tsx` | New responsive navigation menu for golf-specific routes with season awareness |
| `AccountTypeGuard.tsx` | New guard component that restricts access based on account type |
| Multiple client wrappers | Added AccountTypeGuard to restrict baseball-only features |
| `GolfLeagueAccountHome.tsx` | New golf-specific account homepage |
| `AccountPageClientWrapper.tsx` | Routes to golf or baseball homepage based on account type |
| `SeasonManagementClientWrapper.tsx` | Routes to golf or baseball season management |
| `AdminHubClient.tsx` | Routes to golf or baseball admin hub |
| Golf service files | New backend services for golf courses, teams, flights, matches, scores, handicaps, standings, and stats |
| `dateUtils.ts` | Added utility function for parsing time-only strings |
| `golfCourseApiTypes.ts` | Type definitions for external golf course API integration |
| `serviceFactory.ts` | Registered 12 new golf-related services |
</details>






---

💡 <a href=""/rwalker123/draco/new/main/.github/instructions?filename=*.instructions.md"" class=""Link--inTextBlock"" target=""_blank"" rel=""noopener noreferrer"">Add Copilot custom instructions</a> for smarter, more guided reviews. <a href=""https://docs.github.com/en/copilot/customizing-copilot/adding-repository-custom-instructions-for-github-copilot"" class=""Link--inTextBlock"" target=""_blank"" rel=""noopener noreferrer"">Learn how to get started</a>.",True
